,fluxes,kcat,MW,kcat_MW,equ
SDPTA_num5,0.0,48801.73975,79.5666,613.3445409254637,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
DDPA_num2,0.0,133150.1039,77.6079,1715.6771913684042,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
DDPA_num3,0.24667398684452221,133150.1039,77.4701,1718.7289534930248,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
MALS_num2,0.0,504108.0,80.4885,6263.105909539871,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
ADPRDP_num2,0.0,70587.52942,47.3336,1491.2774312539084,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
FCLPA_num2,0.0,46752.00001,95.1013,491.60211279971986,fc1p_c --> dhap_c + lald__L_c
ACCOAL_num2,0.33977178462875557,494948.5715,69.351,7136.8627921731495,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
HPYRRx_num2,0.0,34994.0,70.791,494.3283750759277,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
CYSS_num2,0.0,1022195.907,68.9793,14818.879098512163,acser_c + h2s_c --> ac_c + cys__L_c + h_c
PAPSR_num2,0.0,2199.2,67.7583,32.456540379554966,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
ASPK_num2,0.0,70559.28871000001,356.481,197.93281748536393,asp__L_c + atp_c --> 4pasp_c + adp_c
ASPK_num3,0.6919446135191225,70559.28871000001,97.0635,726.9394644742875,asp__L_c + atp_c --> 4pasp_c + adp_c
CYTDH_num2,0.0,40446.94738,134.99200000000002,299.6247731717435,cytd_c + h2o_c --> csn_c + rib__D_c
CYTDH_num3,0.0,40446.94738,32.5608,1242.1975928109873,cytd_c + h2o_c --> csn_c + rib__D_c
SPODM_num2,0.0,181871280.0,42.5316,4276144.795869424,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
NTPP4_num2,0.0,79657.7647,60.8246,1309.6307201362606,ctp_c + h2o_c --> cmp_c + h_c + ppi_c
NTPP3_num2,0.0,96181.7143,16.3707,5875.235286212564,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP3_num3,0.0,96181.7143,15.0461,6392.468101368462,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP6_num2,0.0,24891.6,65.652,379.1445805154451,atp_c + h2o_c --> amp_c + h_c + ppi_c
NTPP7_num2,0.0,51435.72,60.8246,845.6400864124057,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP7_num3,0.0,51435.72,43.03,1195.3455728561466,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP8_num2,0.0,24891.6,43.03,578.4708343016498,h2o_c + utp_c --> h_c + ppi_c + ump_c
CYANST_num2,0.0,524520.0,24.1649,21705.862635475423,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANST_num3,0.0,524520.0,30.8118,17023.348197768388,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
GLUN_num2,0.0,127426.0,67.0312,1900.9953573858145,gln__L_c + h2o_c --> glu__L_c + nh4_c
OCBT_num2,0.19144726953186517,1883814.755,110.4814,17050.96744791431,cbp_c + orn_c --> citr__L_c + h_c + pi_c
PHETA1_num2,0.0,630031.9968,87.0756,7235.459724653059,akg_c + phe__L_c --> glu__L_c + phpyr_c
PHETA1_num3,0.0,630031.9968,204.5619,3079.908804132147,akg_c + phe__L_c --> glu__L_c + phpyr_c
ACOTA_num2,0.0,5653.495904,87.3307,64.7366379062575,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num3,0.0,5653.495904,87.5339,64.5863591591372,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num4,0.0,5653.495904,44.7291,126.39413500383421,acorn_c + akg_c --> acg5sa_c + glu__L_c
NTP3_num2,0.0,71491.83307000001,36.704,1947.7940570510027,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num3,0.0,71491.83307000001,35.66,2004.8186503084692,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num4,0.0,71491.83307000001,39.1933,1824.0830210775823,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num5,0.0,71491.83307000001,31.565,2264.9083817519404,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num6,0.0,71491.83307000001,36.113,1979.670286877302,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num7,0.0,71491.83307000001,48.327,1479.3352177871584,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NADH5_num2,0.0,11645835.26,47.3587,245906.9877340383,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num3,0.0,11645835.26,40.34,288691.9995042141,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num4,0.0,11645835.26,83.384,139665.10673510504,h_c + nadh_c + q8_c --> nad_c + q8h2_c
GLCRD_num2,0.0,78345.81817,49.141000000000005,1594.3065499277589,glcr_c --> 5dh4dglc_c + h2o_c
CHRPL_num2,0.0,3122.64,59.4301,52.543071608494685,chor_c --> 4hbz_c + pyr_c
GLUDC_num2,0.0,73786.41,316.0088,233.49479508165595,glu__L_c + h_c --> 4abut_c + co2_c
HSDy_num2,0.0,19197.99096,356.481,53.85417724927836,hom__L_c + nadp_c --> aspsa_c + h_c + nadph_c
CYSTL_num2,0.09961676009127664,29016.96387,87.2837,332.44424640568633,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c
SSALy_num2,0.0,182752.9412,206.8803,883.3752715942503,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
GLUtex_num2,0.0,1684509.733,116.766,14426.371829128342,glu__L_e --> glu__L_p
GLUtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glu__L_e --> glu__L_p
GLUtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glu__L_e --> glu__L_p
GLYtex_num2,0.0,1684509.733,116.766,14426.371829128342,gly_e --> gly_p
GLYtex_num3,0.0,1684509.733,117.9999,14275.518309761283,gly_e --> gly_p
GLYtex_num4,0.0,1684509.733,121.1044,13909.566729202244,gly_e --> gly_p
GLYALDtex_num2,0.0,1684509.733,116.766,14426.371829128342,glyald_e --> glyald_p
GLYALDtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glyald_e --> glyald_p
GLYALDtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glyald_e --> glyald_p
GLYBtex_num2,0.0,1684509.733,116.766,14426.371829128342,glyb_e --> glyb_p
GLYBtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glyb_e --> glyb_p
GLYBtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glyb_e --> glyb_p
GLYCtex_num2,0.0,1684509.733,116.766,14426.371829128342,glyc_e --> glyc_p
GLYCtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glyc_e --> glyc_p
GLYCtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glyc_e --> glyc_p
GLYC3Ptex_num2,0.0,1684509.733,116.766,14426.371829128342,glyc3p_e --> glyc3p_p
GLYC3Ptex_num3,0.0,1684509.733,117.9999,14275.518309761283,glyc3p_e --> glyc3p_p
GLYC3Ptex_num4,0.0,1684509.733,121.1044,13909.566729202244,glyc3p_e --> glyc3p_p
GLYCLTtex_num2,0.0,1684509.733,116.766,14426.371829128342,glyclt_e --> glyclt_p
GLYCLTtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glyclt_e --> glyclt_p
GLYCLTtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glyclt_e --> glyclt_p
GTPtex_num2,0.0,1684509.733,41.2198,40866.51883318211,gtp_e --> gtp_p
GTPtex_num3,0.0,1684509.733,121.1044,13909.566729202244,gtp_e --> gtp_p
GTPtex_num4,0.0,1684509.733,117.9999,14275.518309761283,gtp_e --> gtp_p
Htex_num2,0.0,1684509.733,116.766,14426.371829128342,h_e --> h_p
Htex_num3,0.0,1684509.733,117.9999,14275.518309761283,h_e --> h_p
Htex_num4,0.0,1684509.733,121.1044,13909.566729202244,h_e --> h_p
H2tex_num2,0.0,1684509.733,116.766,14426.371829128342,h2_e --> h2_p
H2tex_num3,0.0,1684509.733,117.9999,14275.518309761283,h2_e --> h2_p
H2tex_num4,0.0,1684509.733,121.1044,13909.566729202244,h2_e --> h2_p
H2Otex_num2,0.0,1684509.733,121.1044,13909.566729202244,h2o_e --> h2o_p
H2Otex_num3,0.0,1684509.733,34.9132,48248.50580869126,h2o_e --> h2o_p
H2Otex_num4,0.0,1684509.733,27.2003,61929.821840200304,h2o_e --> h2o_p
H2Otex_num5,0.0,1684509.733,37.2008,45281.54590761488,h2o_e --> h2o_p
H2Otex_num6,0.0,1684509.733,116.766,14426.371829128342,h2o_e --> h2o_p
H2Otex_num7,0.0,1684509.733,117.9999,14275.518309761283,h2o_e --> h2o_p
H2Otex_num8,0.0,,,,h2o_e --> h2o_p
FACOAL160t2pp_num2,0.0,,,,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
FACOAL180t2pp_num2,0.0,,,,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c
NO3R2pp_num2,0.0,,,,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c
TMAOR1pp_num2,0.0,,,,h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p
TMAOR2pp_num2,0.0,,,,2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p
DAPtex_num2,0.0,1684509.733,116.766,14426.371829128342,15dap_e --> 15dap_p
DAPtex_num3,0.0,1684509.733,117.9999,14275.518309761283,15dap_e --> 15dap_p
DAPtex_num4,0.0,1684509.733,121.1044,13909.566729202244,15dap_e --> 15dap_p
12PPDStex_num2,0.0,1684509.733,116.766,14426.371829128342,12ppd__S_e --> 12ppd__S_p
12PPDStex_num3,0.0,1684509.733,117.9999,14275.518309761283,12ppd__S_e --> 12ppd__S_p
12PPDStex_num4,0.0,1684509.733,121.1044,13909.566729202244,12ppd__S_e --> 12ppd__S_p
DDGLCNtex_num2,0.0,1684509.733,116.766,14426.371829128342,2ddglcn_e --> 2ddglcn_p
DDGLCNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,2ddglcn_e --> 2ddglcn_p
DDGLCNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,2ddglcn_e --> 2ddglcn_p
26DAHtex_num2,0.0,1684509.733,116.766,14426.371829128342,26dap__M_e --> 26dap__M_p
26DAHtex_num3,0.0,1684509.733,117.9999,14275.518309761283,26dap__M_e --> 26dap__M_p
26DAHtex_num4,0.0,1684509.733,121.1044,13909.566729202244,26dap__M_e --> 26dap__M_p
HCINNMtex_num2,0.0,1684509.733,116.766,14426.371829128342,3hcinnm_e --> 3hcinnm_p
HCINNMtex_num3,0.0,1684509.733,117.9999,14275.518309761283,3hcinnm_e --> 3hcinnm_p
HCINNMtex_num4,0.0,1684509.733,121.1044,13909.566729202244,3hcinnm_e --> 3hcinnm_p
HPPPNtex_num2,0.0,1684509.733,117.9999,14275.518309761283,3hpppn_e --> 3hpppn_p
HPPPNtex_num3,0.0,1684509.733,41.2198,40866.51883318211,3hpppn_e --> 3hpppn_p
HPPPNtex_num4,0.0,1684509.733,116.766,14426.371829128342,3hpppn_e --> 3hpppn_p
ACtex_num2,0.0,1684509.733,116.766,14426.371829128342,ac_e --> ac_p
ACtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ac_e --> ac_p
ACtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ac_e --> ac_p
ACALDtex_num2,0.0,1684509.733,116.766,14426.371829128342,acald_e --> acald_p
ACALDtex_num3,0.0,1684509.733,117.9999,14275.518309761283,acald_e --> acald_p
ACALDtex_num4,0.0,1684509.733,121.1044,13909.566729202244,acald_e --> acald_p
ACMANAtex_num2,0.0,1684509.733,121.1044,13909.566729202244,acmana_e --> acmana_p
ACMANAtex_num3,0.0,1684509.733,116.766,14426.371829128342,acmana_e --> acmana_p
ACMANAtex_num4,0.0,1684509.733,41.2198,40866.51883318211,acmana_e --> acmana_p
ACMUMtex_num2,0.0,1684509.733,116.766,14426.371829128342,acmum_e --> acmum_p
ACMUMtex_num3,0.0,1684509.733,117.9999,14275.518309761283,acmum_e --> acmum_p
ACMUMtex_num4,0.0,1684509.733,121.1044,13909.566729202244,acmum_e --> acmum_p
ACACT7r_num2,0.0,1200988584.0,81.7524,14690560.570698842,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c
ACACT2r_num2,0.0,1200988584.0,81.7524,14690560.570698842,accoa_c + btcoa_c --> 3ohcoa_c + coa_c
ACACT3r_num2,0.0,1200988584.0,81.7524,14690560.570698842,accoa_c + hxcoa_c --> 3oocoa_c + coa_c
ACACT4r_num2,0.0,1200988584.0,81.7524,14690560.570698842,accoa_c + occoa_c --> 3odcoa_c + coa_c
SUCCt2_2pp_num2,0.0,,,,2.0 h_p + succ_p --> 2.0 h_c + succ_c
SUCFUMtpp_num2,0.0,,,,fum_p + succ_c --> fum_c + succ_p
SUCFUMtpp_num3,0.0,,,,fum_p + succ_c --> fum_c + succ_p
SULabcpp_num2,0.0,,,,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
SULabcpp_num3,0.0,,,,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
TSULabcpp_num2,0.0,,,,atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c
THMDt2pp_copy1_num2,0.0,,,,h_p + thymd_p --> h_c + thymd_c
Kt2pp_num2,0.12633596203323064,,,,h_p + k_p --> h_c + k_c
Kt2pp_num3,0.0,,,,h_p + k_p --> h_c + k_c
Kt2pp_num4,0.0,,,,h_p + k_p --> h_c + k_c
TRPt2rpp_num2,0.0,,,,h_p + trp__L_p --> h_c + trp__L_c
TRPt2rpp_num3,0.0,,,,h_p + trp__L_p --> h_c + trp__L_c
TYRt2rpp_num2,0.0,,,,h_p + tyr__L_p --> h_c + tyr__L_c
URIt2pp_copy1_num2,0.0,,,,h_p + uri_p --> h_c + uri_c
GALtex_num2,0.0,1684509.733,116.766,14426.371829128342,gal_e --> gal_p
GALtex_num3,0.0,1684509.733,117.9999,14275.518309761283,gal_e --> gal_p
GALtex_num4,0.0,1684509.733,121.1044,13909.566729202244,gal_e --> gal_p
GALCTtex_num2,0.0,1684509.733,116.766,14426.371829128342,galct__D_e --> galct__D_p
GALCTtex_num3,0.0,1684509.733,117.9999,14275.518309761283,galct__D_e --> galct__D_p
GALCTtex_num4,0.0,1684509.733,121.1044,13909.566729202244,galct__D_e --> galct__D_p
GALCTNtex_num2,0.0,1684509.733,116.766,14426.371829128342,galctn__D_e --> galctn__D_p
GALCTNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,galctn__D_e --> galctn__D_p
GALCTNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,galctn__D_e --> galctn__D_p
GALTtex_num2,0.0,1684509.733,116.766,14426.371829128342,galt_e --> galt_p
GALTtex_num3,0.0,1684509.733,117.9999,14275.518309761283,galt_e --> galt_p
GALTtex_num4,0.0,1684509.733,121.1044,13909.566729202244,galt_e --> galt_p
GALURtex_num2,0.0,1684509.733,116.766,14426.371829128342,galur_e --> galur_p
GALURtex_num3,0.0,1684509.733,117.9999,14275.518309761283,galur_e --> galur_p
GALURtex_num4,0.0,1684509.733,121.1044,13909.566729202244,galur_e --> galur_p
ACGAptspp_num2,0.0,,,,acgam_p + pep_c --> acgam6p_c + pyr_c
TKT2_num2,9.0623085348922,84504.66232,73.0427,1156.9213941981884,e4p_c + xu5p__D_c --> f6p_c + g3p_c
GAMtex_num2,0.0,1684509.733,116.766,14426.371829128342,gam_e --> gam_p
GAMtex_num3,0.0,1684509.733,117.9999,14275.518309761283,gam_e --> gam_p
GAMtex_num4,0.0,1684509.733,121.1044,13909.566729202244,gam_e --> gam_p
GBBTNtex_num2,0.0,1684509.733,116.766,14426.371829128342,gbbtn_e --> gbbtn_p
GBBTNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,gbbtn_e --> gbbtn_p
GBBTNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,gbbtn_e --> gbbtn_p
ARGabcpp_num2,0.0,,,,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ASPt2_3pp_num2,0.0,,,,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c
HIStex_num2,0.0,1684509.733,116.766,14426.371829128342,his__L_e --> his__L_p
HIStex_num3,0.0,1684509.733,117.9999,14275.518309761283,his__L_e --> his__L_p
HIStex_num4,0.0,1684509.733,121.1044,13909.566729202244,his__L_e --> his__L_p
HXAtex_num2,0.0,1684509.733,116.766,14426.371829128342,hxa_e --> hxa_p
HXAtex_num3,0.0,1684509.733,117.9999,14275.518309761283,hxa_e --> hxa_p
HXAtex_num4,0.0,1684509.733,121.1044,13909.566729202244,hxa_e --> hxa_p
HYXNtex_num2,0.0,1684509.733,121.1044,13909.566729202244,hxan_e --> hxan_p
HYXNtex_num3,0.0,1684509.733,116.766,14426.371829128342,hxan_e --> hxan_p
HYXNtex_num4,0.0,1684509.733,41.2198,40866.51883318211,hxan_e --> hxan_p
IDONtex_num2,0.0,1684509.733,116.766,14426.371829128342,idon__L_e --> idon__L_p
IDONtex_num3,0.0,1684509.733,117.9999,14275.518309761283,idon__L_e --> idon__L_p
IDONtex_num4,0.0,1684509.733,121.1044,13909.566729202244,idon__L_e --> idon__L_p
ILEtex_num2,0.0,1684509.733,116.766,14426.371829128342,ile__L_e --> ile__L_p
ILEtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ile__L_e --> ile__L_p
ILEtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ile__L_e --> ile__L_p
INSTtex_num2,0.0,1684509.733,116.766,14426.371829128342,inost_e --> inost_p
INSTtex_num3,0.0,1684509.733,117.9999,14275.518309761283,inost_e --> inost_p
INSTtex_num4,0.0,1684509.733,121.1044,13909.566729202244,inost_e --> inost_p
Ktex_num2,0.0,1684509.733,116.766,14426.371829128342,k_e --> k_p
Ktex_num3,0.0,1684509.733,117.9999,14275.518309761283,k_e --> k_p
Ktex_num4,0.0,1684509.733,121.1044,13909.566729202244,k_e --> k_p
D_LACtex_num2,0.0,1684509.733,116.766,14426.371829128342,lac__D_e --> lac__D_p
D_LACtex_num3,0.0,1684509.733,117.9999,14275.518309761283,lac__D_e --> lac__D_p
D_LACtex_num4,0.0,1684509.733,121.1044,13909.566729202244,lac__D_e --> lac__D_p
NTD8pp_num2,0.0,290100.0,60.824,4769.498882020255,dgmp_p + h2o_p --> dgsn_p + pi_p
FRULYStex_num2,0.0,1684509.733,116.766,14426.371829128342,frulys_e --> frulys_p
FRULYStex_num3,0.0,1684509.733,117.9999,14275.518309761283,frulys_e --> frulys_p
FRULYStex_num4,0.0,1684509.733,121.1044,13909.566729202244,frulys_e --> frulys_p
GALCTt2rpp_num2,0.0,,,,galct__D_p + h_p --> galct__D_c + h_c
ASPtex_num2,0.0,1684509.733,116.766,14426.371829128342,asp__L_e --> asp__L_p
ASPtex_num3,0.0,1684509.733,117.9999,14275.518309761283,asp__L_e --> asp__L_p
ASPtex_num4,0.0,1684509.733,121.1044,13909.566729202244,asp__L_e --> asp__L_p
CYTBDpp_num2,0.0,,,,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
ATPS4rpp_num2,64.99120837330271,416466.6959,530.0127,785.7673899134869,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
INDOLEtex_num2,0.0,1684509.733,116.766,14426.371829128342,indole_e --> indole_p
INDOLEtex_num3,0.0,1684509.733,117.9999,14275.518309761283,indole_e --> indole_p
INDOLEtex_num4,0.0,1684509.733,121.1044,13909.566729202244,indole_e --> indole_p
L_LACtex_num2,0.0,1684509.733,117.9999,14275.518309761283,lac__L_e --> lac__L_p
L_LACtex_num3,0.0,1684509.733,41.2198,40866.51883318211,lac__L_e --> lac__L_p
L_LACtex_num4,0.0,1684509.733,116.766,14426.371829128342,lac__L_e --> lac__L_p
ADEt2rpp_num2,0.0,,,,ade_p + h_p --> ade_c + h_c
ADEt2rpp_num3,0.0,,,,ade_p + h_p --> ade_c + h_c
ADNt2pp_copy1_num2,0.0,,,,adn_p + h_p --> adn_c + h_c
ECOAH8_num2,0.0,4002840.0,159.1878,25145.394307855247,3hodcoa_c --> h2o_c + od2coa_c
GLCDpp_num2,0.0,,,,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
GUAtpp_num2,0.0,,,,gua_p --> gua_c
HYD2pp_num2,0.0,,,,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
HYXNtpp_num2,0.0,,,,hxan_p --> hxan_c
GLCRtex_num2,0.0,1684509.733,116.766,14426.371829128342,glcr_e --> glcr_p
GLCRtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glcr_e --> glcr_p
GLCRtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glcr_e --> glcr_p
GLCNtex_num2,0.0,1684509.733,116.766,14426.371829128342,glcn_e --> glcn_p
GLCNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glcn_e --> glcn_p
GLCNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glcn_e --> glcn_p
GLCURtex_num2,0.0,1684509.733,116.766,14426.371829128342,glcur_e --> glcur_p
GLCURtex_num3,0.0,1684509.733,117.9999,14275.518309761283,glcur_e --> glcur_p
GLCURtex_num4,0.0,1684509.733,121.1044,13909.566729202244,glcur_e --> glcur_p
GLNtex_num2,0.0,1684509.733,117.9999,14275.518309761283,gln__L_e --> gln__L_p
GLNtex_num3,0.0,1684509.733,41.2198,40866.51883318211,gln__L_e --> gln__L_p
GLNtex_num4,0.0,1684509.733,116.766,14426.371829128342,gln__L_e --> gln__L_p
O2tex_num2,0.0,1684509.733,116.766,14426.371829128342,o2_e --> o2_p
O2tex_num3,0.0,1684509.733,117.9999,14275.518309761283,o2_e --> o2_p
O2tex_num4,0.0,1684509.733,121.1044,13909.566729202244,o2_e --> o2_p
OCTAtex_num2,0.0,1684509.733,116.766,14426.371829128342,octa_e --> octa_p
OCTAtex_num3,0.0,1684509.733,117.9999,14275.518309761283,octa_e --> octa_p
OCTAtex_num4,0.0,1684509.733,121.1044,13909.566729202244,octa_e --> octa_p
ORNtex_num2,0.0,1684509.733,116.766,14426.371829128342,orn_e --> orn_p
ORNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,orn_e --> orn_p
ORNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,orn_e --> orn_p
ECOAH5_num2,0.0,4002840.0,159.1878,25145.394307855247,3hddcoa_c --> dd2coa_c + h2o_c
DURIt2pp_num2,0.0,,,,duri_p + h_p --> duri_c + h_c
FUMt2_3pp_num2,0.0,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
FUMt2_3pp_num3,0.0,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
CYTDt2pp_copy1_num2,0.0,,,,cytd_p + h_p --> cytd_c + h_c
DADNt2pp_num2,0.0,,,,dad_2_p + h_p --> dad_2_c + h_c
DCYTt2pp_num2,0.0,,,,dcyt_p + h_p --> dcyt_c + h_c
RMNtex_num2,0.0,1684509.733,116.766,14426.371829128342,rmn_e --> rmn_p
RMNtex_num3,0.0,1684509.733,121.1044,13909.566729202244,rmn_e --> rmn_p
RMNtex_num4,0.0,1684509.733,41.2198,40866.51883318211,rmn_e --> rmn_p
PHEtex_num2,0.0,1684509.733,116.766,14426.371829128342,phe__L_e --> phe__L_p
PHEtex_num3,0.0,1684509.733,117.9999,14275.518309761283,phe__L_e --> phe__L_p
PHEtex_num4,0.0,1684509.733,121.1044,13909.566729202244,phe__L_e --> phe__L_p
PItex_num2,0.0,1684509.733,116.766,14426.371829128342,pi_e --> pi_p
PItex_num3,0.0,1684509.733,117.9999,14275.518309761283,pi_e --> pi_p
PItex_num4,0.0,1684509.733,121.1044,13909.566729202244,pi_e --> pi_p
METS_num2,0.09990672187776942,525691.975,84.6735,6208.459258209475,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
TRSARr_num2,0.0,874800.0,30.4274,28750.402597658685,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c
PNTOtex_num2,0.0,1684509.733,116.766,14426.371829128342,pnto__R_e --> pnto__R_p
PNTOtex_num3,0.0,1684509.733,117.9999,14275.518309761283,pnto__R_e --> pnto__R_p
PNTOtex_num4,0.0,1684509.733,121.1044,13909.566729202244,pnto__R_e --> pnto__R_p
PPPNtex_num2,0.0,1684509.733,116.766,14426.371829128342,pppn_e --> pppn_p
PPPNtex_num3,0.0,1684509.733,117.9999,14275.518309761283,pppn_e --> pppn_p
PPPNtex_num4,0.0,1684509.733,121.1044,13909.566729202244,pppn_e --> pppn_p
PPTtex_num2,0.0,1684509.733,116.766,14426.371829128342,ppt_e --> ppt_p
PPTtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ppt_e --> ppt_p
PPTtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ppt_e --> ppt_p
PTRCtex_num2,0.0,1684509.733,116.766,14426.371829128342,ptrc_e --> ptrc_p
PTRCtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ptrc_e --> ptrc_p
PTRCtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ptrc_e --> ptrc_p
PYRtex_num2,0.0,1684509.733,116.766,14426.371829128342,pyr_e --> pyr_p
PYRtex_num3,0.0,1684509.733,117.9999,14275.518309761283,pyr_e --> pyr_p
PYRtex_num4,0.0,1684509.733,121.1044,13909.566729202244,pyr_e --> pyr_p
DSERtex_num2,0.0,1684509.733,116.766,14426.371829128342,ser__D_e --> ser__D_p
DSERtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ser__D_e --> ser__D_p
DSERtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ser__D_e --> ser__D_p
SERtex_num2,0.0,1684509.733,116.766,14426.371829128342,ser__L_e --> ser__L_p
SERtex_num3,0.0,1684509.733,117.9999,14275.518309761283,ser__L_e --> ser__L_p
SERtex_num4,0.0,1684509.733,121.1044,13909.566729202244,ser__L_e --> ser__L_p
SO4tex_num2,0.0,1684509.733,116.766,14426.371829128342,so4_e --> so4_p
SO4tex_num3,0.0,1684509.733,117.9999,14275.518309761283,so4_e --> so4_p
SO4tex_num4,0.0,1684509.733,121.1044,13909.566729202244,so4_e --> so4_p
SPMDtex_num2,0.0,1684509.733,121.1044,13909.566729202244,spmd_e --> spmd_p
SPMDtex_num3,0.0,1684509.733,116.766,14426.371829128342,spmd_e --> spmd_p
SPMDtex_num4,0.0,1684509.733,41.2198,40866.51883318211,spmd_e --> spmd_p
SUCCtex_num2,0.0,1684509.733,116.766,14426.371829128342,succ_e --> succ_p
SUCCtex_num3,0.0,1684509.733,117.9999,14275.518309761283,succ_e --> succ_p
SUCCtex_num4,0.0,1684509.733,121.1044,13909.566729202244,succ_e --> succ_p
SUCRtex_num2,0.0,1684509.733,116.766,14426.371829128342,sucr_e --> sucr_p
SUCRtex_num3,0.0,1684509.733,117.9999,14275.518309761283,sucr_e --> sucr_p
SUCRtex_num4,0.0,1684509.733,121.1044,13909.566729202244,sucr_e --> sucr_p
TARTRtex_num2,0.0,1684509.733,116.766,14426.371829128342,tartr__L_e --> tartr__L_p
TARTRtex_num3,0.0,1684509.733,117.9999,14275.518309761283,tartr__L_e --> tartr__L_p
TARTRtex_num4,0.0,1684509.733,121.1044,13909.566729202244,tartr__L_e --> tartr__L_p
TAURtex_num2,0.0,1684509.733,116.766,14426.371829128342,taur_e --> taur_p
