,fluxes,reduced_costs,equ
CDAPPA161,0.0,597.5685097825841,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c
PGSA180,0.0,178.8898267813413,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PSSA140,0.0,-93.35039721636804,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2AGPGAT141,0.0,-271.5862569366627,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
FACOAE180,0.0,1331.4583710423958,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
FACOAE100,0.0,-29.681108542252332,dcacoa_c + h2o_c --> coa_c + dca_c + h_c
FACOAE80,0.0,-445.017637249839,h2o_c + occoa_c --> coa_c + h_c + octa_c
FACOAE60,0.0,763.867518675152,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
PLIPA1E120pp,0.0,-231.8028953373023,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
MALtex,0.0,-2.0,mal__L_e --> mal__L_p
NO3tex,0.0,2.0,no3_e --> no3_p
3OAS141,0.0,7440.726507777517,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAR121,0.0,-356.23951212717293,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
CFAS160G,0.0,-26.621554457507955,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c
URAt2pp,0.0,-2.0,h_p + ura_p --> h_c + ura_c
FACOAE141,0.0,-188.7243919079774,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
FACOAE161,0.0630508331875948,-28.615646187390666,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
TTDCEAtexi,0.0,-2.0,ttdcea_e --> ttdcea_p
HDCEAtexi,0.0,-2.0,hdcea_e --> hdcea_p
ALAALAD,0.0,367.55904604663436,alaala_c + h2o_c --> 2.0 ala__D_c
2AGPEAT180,0.0,469.9465638796216,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2AGPEAT181,0.0,-123.9650702293493,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2AGPGAT140,0.0,22.86020579485171,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
PLIPA1E181pp,0.0,-231.80317137126895,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
PLIPA1G180pp,0.0,-201.14623507359738,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp,0.0,89.42112644886595,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
ALAALAabcpp,0.0,-2.0000000000002274,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
HEXt2rpp,0.0,-2.0,h_p + hxa_p --> h_c + hxa_c
G3PEabcpp,0.0,-1.9999999999993179,atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c
G3PCabcpp,0.0,-2.0000000000002274,atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c
2AGPGAT161,0.0,-271.58639226592004,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
AMPTASEPG,0.0,-109.63767770808909,h2o_c + progly_c --> gly_c + pro__L_c
PROGLYabcpp,0.0,-2.0000000000002274,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
GTHRDabcpp,0.0,383.4850092180109,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
2AGPG140tipp,0.0,242.40089181360963,2agpg140_p --> 2agpg140_c
2AGPG160tipp,0.0,-2.0,2agpg160_p --> 2agpg160_c
2AGPG141tipp,0.0,-2.0,2agpg141_p --> 2agpg141_c
2AGPG161tipp,0.0,-2.0,2agpg161_p --> 2agpg161_c
2AGPG181tipp,0.0,-2.0,2agpg181_p --> 2agpg181_c
2AGPEAT140,0.0,-79.15002479110717,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120,0.0,443.5742190611748,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161,0.0,-18.375492397530138,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2AGPEAT141,0.0,670.0038854673578,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2AGPGAT160,0.0,138.62627112957495,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
LPLIPAL2ATG140,0.0,-86.96483752158383,2agpg140_c + pg140_c --> apg140_c + g3pg_c
LPLIPAL2ATG141,0.0,-50.39067332628258,2agpg141_c + pg141_c --> apg141_c + g3pg_c
LPLIPAL2ATG160,0.0,-32.50469705562864,2agpg160_c + pg160_c --> apg160_c + g3pg_c
LPLIPAL2ATG180,0.0,-89.8152984975095,2agpg180_c + pg180_c --> apg180_c + g3pg_c
LPLIPAL2ATG161,0.0,-45.961989254601576,2agpg161_c + pg161_c --> apg161_c + g3pg_c
LPLIPAL2ATG181,0.0,-66.07749750712537,2agpg181_c + pg181_c --> apg181_c + g3pg_c
CLPNS180pp,0.0,-86.46602145698125,2.0 pg180_p --> clpn180_p + glyc_p
CLPNS181pp,0.0,-74.45935743108566,2.0 pg181_p --> clpn181_p + glyc_p
PG161abcpp,0.0,243.31752947999848,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
PGP120abcpp,0.0,-2.0,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
PGP161abcpp,0.0,-2.000000000001819,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
PGP181abcpp,0.0,1154.5688496439625,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
PA120abcpp,0.0,312.2305474230625,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
PLIPA1G120pp,0.0,-231.8031139207651,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
CLPNS120pp,0.0,-58.2183813590309,2.0 pg120_p --> clpn120_p + glyc_p
ALPATE160pp,0.0,-165.46051608637208,alpp_p + pe160_p --> 2agpe160_p + lpp_p
ALPATG160pp,0.0,-96.6820642684088,alpp_p + pg160_p --> 2agpg160_p + lpp_p
2AGPGAT120,0.0,42.56156678602363,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
LPLIPAL2ATE120,0.0,-84.55105460564391,2agpe120_c + pg120_c --> apg120_c + g3pe_c
LPLIPAL2ATE140,0.0,-130.22058460534754,2agpe140_c + pg140_c --> apg140_c + g3pe_c
LPLIPAL2ATE160,0.0,-48.2588451341835,2agpe160_c + pg160_c --> apg160_c + g3pe_c
LPLIPAL2ATE180,0.0,82.87956394540618,2agpe180_c + pg180_c --> apg180_c + g3pe_c
LPLIPAL2ATE141,0.0,-53.97942345370393,2agpe141_c + pg141_c --> apg141_c + g3pe_c
LPLIPAL2ATE161,0.0,-78.31508051091987,2agpe161_c + pg161_c --> apg161_c + g3pe_c
LPLIPAL2ATE181,0.0,-90.52142266465026,2agpe181_c + pg181_c --> apg181_c + g3pe_c
FACOAL141t2pp,0.0,1418.3167748315143,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp,0.0,1676.223913100096,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PA160abcpp,0.0,-2.0,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
PA181abcpp,0.0,347.6927298941555,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
12DGR141tipp,0.0,-2.0,12dgr141_p --> 12dgr141_c
PGPP140pp,0.0,-12.411174865056935,h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp,0.0,1021.1197825965937,h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp,0.0,-18.0728644164394,h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp,0.0,606.2000899979807,h2o_p + pgp180_p --> pg180_p + pi_p
CLPNH141pp,0.0,253.45974753279734,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p
CLPNH160pp,0.0,-2.0,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p
CLPNH161pp,0.0,-2.0,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p
CLPNH181pp,0.0,-2.0,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p
PLIPA1E180pp,0.0,-194.68510309851536,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
PLIPA1G140pp,0.0,-231.03862792589825,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
PLIPA1G161pp,0.0,-0.7088807962312558,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
CLPNS160pp,0.0,-47.837686426944856,2.0 pg160_p --> clpn160_p + glyc_p
CLPNS161pp,0.0,228.96997757990965,2.0 pg161_p --> clpn161_p + glyc_p
PG160abcpp,0.0,-2.000000000001819,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
PGP140abcpp,0.0,-2.0,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
PAPA120pp,0.0,-62.190976359982415,h2o_p + pa120_p --> 12dgr120_p + pi_p
PAPA140pp,0.0,-100.51297568128939,h2o_p + pa140_p --> 12dgr140_p + pi_p
PAPA141pp,0.0,-54.1177879160623,h2o_p + pa141_p --> 12dgr141_p + pi_p
PAPA160pp,0.0,226.12364936905328,h2o_p + pa160_p --> 12dgr160_p + pi_p
PAPA161pp,0.0,-65.08675078837405,h2o_p + pa161_p --> 12dgr161_p + pi_p
PAPA180pp,0.0,-59.432780461729635,h2o_p + pa180_p --> 12dgr180_p + pi_p
HPYRI,0.0,26.59334535607701,hpyr_c --> 2h3oppan_c
FE3HOXUtex,0.0,-2.0,fe3hox_un_c + h_p --> fe3hox_un_p + h_c
TPRDCOAS,0.0,-45.65676519292174,atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
ACGAM1PPpp,0.0,-2.0,acgam1p_p + h2o_p --> acgam_p + pi_p
EX_dgmp_e,0.0,6538.784025645424,dgmp_e --> 
GAMptspp,0.0,-2.0,gam_p + pep_c --> gam6p_c + pyr_c
GSNt2pp,0.0,-2.0,gsn_p + h_p --> gsn_c + h_c
EX_4hoxpacd_e,-0.0,-2.0,4hoxpacd_e --> 
GSNtex,0.0,-2.0,gsn_e --> gsn_p
FORtex,0.0,2.0,for_e --> for_p
D_LACt2pp,0.0,2.0,h_p + lac__D_p --> h_c + lac__D_c
RIBtex,0.0,2.0,rib__D_e --> rib__D_p
FLVRx,0.0,477.7369998394762,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
THMtex,0.0,-2.0,thm_e --> thm_p
XYLUtex,0.0,2.0,xylu__L_e --> xylu__L_p
EX_manglyc_e,0.0,638.4792598074747,manglyc_e --> 
ALLtex,0.0,2.0,all__D_e --> all__D_p
GGPTRCO,0.0,3662.3791707536334,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c
EX_metsox_R__L_e,0.0,10995.743230495498,metsox_R__L_e --> 
34dhpactex,0.0,-2.0,34dhpac_e --> 34dhpac_p
MALTHXtexi,0.0,-2.0,malthx_e --> malthx_p
12PPDStpp,0.0,-2.0,12ppd__S_p --> 12ppd__S_c
HYD1pp,0.0,-3.11084884009324,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
EX_cl_e,0.0,2.0,cl_e --> 
FE3DHBZStonex,0.0,-2.0,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
AACTOOR,0.0,136.033787621984,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c
H2tpp,0.0,2.0,h2_p --> h2_c
23DAPPAtex,0.0,2.0,23dappa_e --> 23dappa_p
ECAP3pp,0.0,-82.67353509212262,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
FEOXAMtonex,0.0,326.0054069102066,feoxam_e + h_p --> feoxam_p + h_c
FMNRx,0.0,431.22313229151325,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
EX_3hpppn_e,-0.0,-2.0,3hpppn_e --> 
EX_man6p_e,0.0,450.68741929853854,man6p_e --> 
EX_tsul_e,-0.0,-2.0,tsul_e --> 
PHEt2rpp,0.0,-2.0,h_p + phe__L_p --> h_c + phe__L_c
DHBS,0.0,-184.522647866027,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
EX_n2o_e,-0.0,-2.0,n2o_e --> 
MDDCP1pp,0.0,-26.745625355051743,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
GUI2,0.0,-51.923499536998406,galur_c --> tagur_c
OMBZLM,0.0,-26.01623390056193,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
EX_maltttr_e,0.0,655.606383003458,maltttr_e --> 
GLYCK,0.0,511.550283956465,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MLTG5,0.0,-45.35418068270724,h2o_c + malthp_c --> glc__D_c + malthx_c
GPDDA3,0.0,149.7682140889458,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
2DOXG6PP,0.0,-77.14587420125122,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
OXAMTC,0.0,-2.0,oxur_c + pi_c --> cbp_c + oxam_c
UDCPPtppi,0.0,-2.0,udcpp_p --> udcpp_c
AGMH,0.0,-71.00730990683837,anhgm_c + h2o_c --> acgam_c + anhm_c
MPTG,0.005823571916853525,-222.44247999845538,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG2,0.0,-373.5690899727779,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP1App,0.005823571916853525,-174.34066789079043,murein5p5p_p --> ala__D_p + murein5px4p_p
MCTP2App,0.0,547.4761276574184,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp,0.0,-5.100779469754343,murein5p5p_p --> alaala_p + murein5px3p_p
MELIBt3ipp,0.0,-2.0,h_p + melib_c --> h_c + melib_p
EX_lipoate_e,-0.0,-2.0,lipoate_e --> 
EX_pydx_e,0.0,4651.297105667736,pydx_e --> 
EX_g1p_e,0.0,89.1972417016128,g1p_e --> 
GLCtex_copy2,0.0,-2.0,glc__D_e --> glc__D_p
NAt3pp,0.0,4.0,h_p + na1_c --> h_c + na1_p
SFGTHi,0.0,-17.403171412951906,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
DHORDfum,4.107600747460527e-05,-2.0,dhor__S_c + fum_c --> orot_c + succ_c
K2L4Aabcpp,0.008154844912501957,-2.0,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
DSBCGT,0.0,-49.04433191377848,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DSBGGT,0.0,-12.014882832794683,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
DHNAOT4,0.0,-39.797468787495745,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
AMPMS2,9.346887415131251e-05,-90595.49920944063,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
DM_oxam_c,-0.0,-2.0,oxam_c --> 
THIORDXi,0.0,353.3741019638617,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
PPPGO3,0.0,5346.233454234437,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
PDX5POi,0.0,15401.782290660114,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
PDX5PO2,9.346887415131251e-05,-2.0000000000004547,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
PLIPA1A181pp,0.0,-231.03868499479722,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
LPLIPAL2A141,0.0,127.13996464619555,2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
HG2t3pp,0.0,-2.0,h_p + hg2_c --> h_c + hg2_p
CYTBO3_4pp,18.908525153884874,-4.259520819410682,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c
EAR141x,0.0,-244.29377797999769,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
EAR181x,0.0,-87.4162965262154,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
EAR181y,0.0,-213.64391825238272,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
G3PAT141,0.0,189.65002238520577,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT181,0.0,-178.86783552648058,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
DASYN140,0.0,-43.660288470589876,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN180,0.0,589.1360421216591,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN141,0.0,602.0289741324636,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
CDAPPA160,0.0,537.3185397415177,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA141,0.0,-29.62007017180805,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c
PGSA141,0.0,-37.5739080514204,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
EX_alaala_e,0.0,779.8316541636275,alaala_e --> 
EX_dtmp_e,0.0,3404.5721371121062,dtmp_e --> 
5DOAN,9.430716001814042e-05,-43598.555137309886,dad_5_c + h2o_c --> 5drib_c + ade_c
DM_5drib_c,9.430716001814042e-05,-2.0,5drib_c --> 
MINOHPtexi,0.0,-2.0,minohp_e --> minohp_p
12PPDRtpp,0.0,-2.0,12ppd__R_p --> 12ppd__R_c
FACOAE120,0.03261937965000783,-54.021490275335964,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c
3OAR120,0.0,395.4577401288401,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c
3HAD80,0.0,-133.44572120296925,3hoctACP_c --> h2o_c + toct2eACP_c
3HAD120,0.0,-133.44551894714965,3hddecACP_c --> h2o_c + tddec2eACP_c
EAR180x,0.0,-280.7871691717628,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
SO4t2pp,0.10554857349230333,-2.0,h_p + so4_p --> h_c + so4_c
EAR180y,0.0,-363.2149629772715,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
AGPAT120,0.0,-97.11609148525076,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
PGPP120,0.0,-69.27852495584284,h2o_c + pgp120_c --> pg120_c + pi_c
DAGK120,0.0,313.78164559991677,12dgr120_c + atp_c --> adp_c + h_c + pa120_c
PSSA180,0.0,-77.31798638654527,cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
PSSA161,0.0315254165937974,-28.2560258311878,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
PSSA141,0.0,-160.62958149528822,cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
PSD160,0.02674718715287828,-50.005208843535,h_c + ps160_c --> co2_c + pe160_c
PSD161,0.0315254165937974,-42.71327838628895,h_c + ps161_c --> co2_c + pe161_c
PSD180,0.0,-106.88856046966339,h_c + ps180_c --> co2_c + pe180_c
COLIPAabcpp,0.0,-423.82527379706244,atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c
PLIPA2A140pp,0.0,-231.33216404580708,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p
PLIPA2A141pp,0.0,-231.33213178378946,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p
PLIPA2A180pp,0.0,486.8381175470795,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p
GAM6Pt6_2pp,0.0,-2.0,gam6p_p + 2.0 pi_c --> gam6p_c + 2.0 pi_p
PPALtex,0.0,2.0,ppal_e --> ppal_p
CA2tex,0.002181638968419649,-2.0,ca2_e --> ca2_p
CUtex,0.0,2.0,cu_e --> cu_p
CU1Opp,0.0,8.556423281865854,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p
SUCDi,0.0,-3.0553393637774775,q8_c + succ_c --> fum_c + q8h2_c
LPLIPAL1E141pp,0.0,-318.84769440015316,1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p
LALDO2x,0.0,-325.91345322343113,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c
12PPDRtex,0.0,2.0,12ppd__R_e --> 12ppd__R_p
LPLIPAL1E160pp,0.0,-96.43374786267492,1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p
LPLIPAL1E180pp,0.0,-158.96492644395676,1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p
LPLIPAL1E181pp,0.0,-329.37787265040515,1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p
LPLIPAL1G160pp,0.0,139.36610096985214,1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p
LPLIPAL1G161pp,0.0,-199.7798354093129,1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p
LPLIPAL1G120pp,0.0,329.68133744224303,1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p
PLIPA2E140pp,0.0,-223.42017500336715,h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p
PLIPA2E160pp,0.0,-229.85507928135667,h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p
PLIPA2A161pp,0.0,-43.77119206757774,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p
PLIPA2A181pp,0.0,-178.86551910722164,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p
F6Ptex,0.0,2.0,f6p_e --> f6p_p
GAMAN6Ptex,0.0,2.0,gam6p_e --> gam6p_p
ALR4x,0.0,1770.728500779003,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c
LPLIPAL1G141pp,0.0,-329.37769558581795,1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p
LPLIPAL1G180pp,0.0,-215.807660690778,1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p
LPLIPAL1G181pp,0.0,-329.37784843161944,1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p
ACONIs,0.0,2.0,acon_T_c --> acon_C_c
ACONTb,0.45065912886321957,-60.94573068077966,acon_C_c + h2o_c --> icit_c
GLCP2,0.0,1181.447929693087,bglycogen_c + pi_c --> g1p_c
F6Pt6_2pp,0.0,-2.0,f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p
PPALtpp,0.0,2.0,ppal_c --> ppal_p
PLIPA2E141pp,0.0,-183.0226379321375,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p
PLIPA2E181pp,0.0,-231.80280148936436,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p
PLIPA2G140pp,0.0,-231.80293200671258,h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p
3HAD161,0.0,-133.44576144219923,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
PLIPA2G160pp,0.0,-231.03864842160692,h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p
PLIPA2G181pp,0.0,-231.79777866088762,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p
ASNS1,0.0,821.7522806825611,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c
EAR80y,0.0,-294.0306307039508,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c
EAR120y,0.0,-255.2959758481549,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c
3OAR181,0.0,4010.666842349742,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c
3HAD121,0.0,-133.44559572231128,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
EAR121y,0.0,-315.3269398321515,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c
GTHRDHpp,0.0,-28.494960580827865,gthrd_p + h2o_p --> cgly_p + glu__L_p
PROGLYtex,0.0,-2.0,progly_e --> progly_p
EX_progly_e,0.0,2219.535060214377,progly_e --> 
MDDCP2pp,0.0,-52.885975760535075,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP3pp,0.0,-52.67695446851212,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
EAR140x,0.0,4175.631771285151,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
EAR40y,0.0,-126.79499711369516,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c
3OAS181,0.0,-212.0897528650064,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
EAR161y,0.0,-384.56228044409363,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c
G3PAT140,0.0,780.4983647857987,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT160,0.0,-67.74739792585416,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT161,0.0,-78.27302688063509,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
AGPAT160,0.02674718715287828,-3.8067864874310544,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c
CDAPPA140,0.0,683.3241635134217,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c
MLDCP1App,0.0,-94.01062557446858,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
EAR160y,0.0,-388.16541205858084,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c
EAR100y,0.0,3241.166265477834,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c
3OAR141,0.0,-356.2392269082884,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c
3OAR161,0.0,-356.2384078587929,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c
3HAD141,0.0,-133.4458230660765,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
EAR121x,0.0,-256.84315826357124,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c
PSD140,0.0,419.5385993890064,h_c + ps140_c --> co2_c + pe140_c
MICITDr,0.0,-245.59096298159415,2mcacn_c + h2o_c --> micit_c
CDAPPA181,0.0,104.34672845248495,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c
PGSA140,0.0,1573.8396063405394,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
LPLIPAL1A141pp,0.0,-295.4484114166912,1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p
LPLIPAL1A180pp,0.0,-329.3780700618049,1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p
LPLIPAL1E140pp,0.0,-318.9028108911707,1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p
LPLIPAL1E161pp,0.0,-222.6738497131464,1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p
LPLIPAL1G140pp,0.0,-329.3783057730179,1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p
ACONTa,0.45065912886321957,-79.36605138857124,cit_c --> acon_C_c + h2o_c
MLDCP2App,0.0,-10.745305236490328,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
12DGR140tipp,0.0,-2.0,12dgr140_p --> 12dgr140_c
