,reaction,ECMpy_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes,model_ori_fluxes
PItex,PItex,0.0,0.5241552398254392,0.5241561658185261,
ACGAMK,ACGAMK,0.0,0.0,0.0,
METS,METS,0.09312360404716448,0.08387681464164327,0.08387696282168786,
EX_cu2_e,EX_cu2_e,0.0,-0.0003852620293013371,-0.00038526270992022947,
CYSabc2pp,CYSabc2pp,0.0,0.0,0.0,
PRASCSi,PRASCSi,0.2701506951372861,0.24332584647242572,0.24332627634137252,
TRSARr,TRSARr,0.0,0.0,0.0,
LYXI,LYXI,0.0,0.0,0.0,
EX_pheme_e,EX_pheme_e,0.0,-0.0,-0.0,
PNTOtex,PNTOtex,0.0,0.0,0.0,
PPPNtex,PPPNtex,0.0,0.0,0.0,
PPTtex,PPTtex,0.0,0.0,0.0,
PTRCtex,PTRCtex,0.0,0.0,0.0,
PYRtex,PYRtex,0.0,2.0741319049561167,2.2957744365429176,
DSERtex,DSERtex,0.0,0.0,0.0,
SERtex,SERtex,0.0,0.0,0.0,
SO4tex,SO4tex,0.0,0.13683594389092046,0.13683618563062375,
SPMDtex,SPMDtex,0.0,0.0,0.0,
SUCCtex,SUCCtex,0.0,0.0,0.0,
SUCRtex,SUCRtex,0.0,0.0,0.0,
TARTRtex,TARTRtex,0.0,0.0,0.0,
TAURtex,TAURtex,0.0,0.0,0.0,
THRtex,THRtex,0.0,0.0,0.0,
THMDtex,THMDtex,0.0,0.0,0.0,
CBIuabcpp,CBIuabcpp,0.0,0.0,0.0,
METDtex,METDtex,0.0,0.0,0.0,
METtex,METtex,0.0,0.0,0.0,
MNLtex,MNLtex,0.0,0.0,0.0,
NAtex,NAtex,0.0,0.0,0.0,
NACtex,NACtex,0.0,0.0,0.0,
NH4tex,NH4tex,0.0,5.868543256956111,5.868553624553179,
URIH,URIH,0.0,0.0,0.0,
XTSNH,XTSNH,0.0,0.0,0.0,
INSH,INSH,0.0,0.0,0.0,
BUTtex,BUTtex,0.0,0.0,0.0,
CHLtex,CHLtex,0.0,0.0,0.0,
CO2tex,CO2tex,0.0,28.720527541114933,28.60976161986745,
CRNtex,CRNtex,0.0,0.0,0.0,
PPK2,PPK2,0.0,0.00036352651283861796,0.0,
DINStex,DINStex,0.0,0.0,0.0,
DMStex,DMStex,0.0,0.0,0.0,
CSNtex,CSNtex,0.0,0.0,0.0,
CYNTtex,CYNTtex,0.0,0.0,0.0,
CYStex,CYStex,0.0,0.0,0.0,
CYTDtex,CYTDtex,0.0,0.0,0.0,
DCAtex,DCAtex,0.0,0.0,0.0,
DCYTtex,DCYTtex,0.0,0.0,0.0,
DGSNtex,DGSNtex,0.0,0.0,0.0,
MTHFR2,MTHFR2,0.09312360404716448,0.08387681464164327,0.08387696282168786,
ASPO3,ASPO3,0.0013742999761579,0.0012378376625497012,0.0012378398493630982,
ASPO5,ASPO5,0.0,0.0,0.0,
ASPO4,ASPO4,0.0,0.0,0.0,
ASPO6,ASPO6,0.0,0.0,0.0,
LCTStex,LCTStex,0.0,0.0,0.0,
LEUtex,LEUtex,0.0,0.0,0.0,
LYStex,LYStex,0.0,0.0,0.0,
LYXtex,LYXtex,0.0,0.0,0.0,
MANtex,MANtex,0.0,0.0,0.0,
MAN6Ptex,MAN6Ptex,0.0,0.0,0.0,
MELIBtex,MELIBtex,0.0,0.0,0.0,
DMSOtex,DMSOtex,0.0,0.0,0.0,
DURItex,DURItex,0.0,0.0,0.0,
EX_mal__D_e,EX_mal__D_e,0.0,0.0,0.0,
FRUtex,FRUtex,0.0,0.0,0.0,
FUCtex,FUCtex,0.0,0.0,0.0,
FUMtex,FUMtex,0.0,0.0,0.0,
ACACT5r,ACACT5r,0.0,0.0,0.0,
MALDDH,MALDDH,0.0,0.0,0.0,
FE2tex,FE2tex,0.0,0.008727353247685156,0.008727368665767002,
NMNtex,NMNtex,0.0,0.0,0.0,
NO2tex,NO2tex,0.0,0.0,0.0,
DHPS2,DHPS2,0.00040360258298860013,0.00036352651283861796,0.00036352715505871933,
MTHFC,MTHFC,0.5305690780641453,0.47788575915546355,0.4778866034070792,
MTHFD,MTHFD,0.5305690780641453,0.47788575915546355,0.4778866034070792,
BUTt2rpp,BUTt2rpp,0.0,0.0,0.0,
CADVtpp,CADVtpp,0.0,0.0,0.0,
QULNS,QULNS,0.0013742999761579,0.0012378376625497012,0.0012378398493630982,
ALKP,ALKP,0.0,0.0,0.0,
GDPtex,GDPtex,0.0,0.0,0.0,
EX_cobalt2_e,EX_cobalt2_e,0.0,-1.3584697789186781e-05,-1.3584721788442506e-05,
TMAtex,TMAtex,0.0,0.0,0.0,
TMAOtex,TMAOtex,0.0,0.0,0.0,
TREtex,TREtex,0.0,0.0,0.0,
L_LACD3,L_LACD3,0.0,0.0,0.0,
L_LACD2,L_LACD2,0.0,0.0,0.0,
ACACT6r,ACACT6r,0.0,0.0,0.0,
TRPtex,TRPtex,0.0,0.0,0.0,
TSULtex,TSULtex,0.0,0.0,0.0,
TYRtex,TYRtex,0.0,0.0,0.0,
URAtex,URAtex,0.0,0.0,0.0,
UREAtex,UREAtex,0.0,0.0,0.0,
URItex,URItex,0.0,0.0,0.0,
VALtex,VALtex,0.0,0.0,0.0,
XANtex,XANtex,0.0,0.0,0.0,
XYLtex,XYLtex,0.0,0.0,0.0,
ABUTtex,ABUTtex,0.0,0.0,0.0,
FORtppi,FORtppi,0.0,0.0,0.0,
DATPHs,DATPHs,0.0,0.0,0.0,
GLCTR1,GLCTR1,0.0,0.0,0.0,
LIPAabcpp,LIPAabcpp,0.0,0.0,0.0,
LIPACabcpp,LIPACabcpp,0.0,0.0,0.0,
GGGABADr,GGGABADr,0.0,0.0,0.0,
EX_mso3_e,EX_mso3_e,0.0,-0.0,-0.0,
EX_23camp_e,EX_23camp_e,0.0,0.0,0.0,
EX_23cgmp_e,EX_23cgmp_e,0.0,0.0,0.0,
EX_23cump_e,EX_23cump_e,0.0,0.0,0.0,
EX_3amp_e,EX_3amp_e,0.0,0.0,0.0,
EX_3gmp_e,EX_3gmp_e,0.0,0.0,0.0,
EX_3ump_e,EX_3ump_e,0.0,0.0,0.0,
EX_glyc__R_e,EX_glyc__R_e,0.0,0.0,-0.0,
EX_eca4colipa_e,EX_eca4colipa_e,-0.0,-0.0,-0.0,
GLYOX3,GLYOX3,0.0,0.0,0.0,
FDMO3,FDMO3,0.0,0.0,0.0,
FDMO4,FDMO4,0.0,0.0,0.0,
BUTSO3abcpp,BUTSO3abcpp,0.0,0.0,0.0,
ETHSO3abcpp,ETHSO3abcpp,0.0,0.0,0.0,
EX_sel_e,EX_sel_e,0.0,0.0,0.0,
EX_hg2_e,EX_hg2_e,0.0,0.0,0.0,
O16GLCT1,O16GLCT1,0.0,0.0,0.0,
O16AP2pp,O16AP2pp,0.0,0.0,0.0,
O16AP3pp,O16AP3pp,0.0,0.0,0.0,
O16A4Lpp,O16A4Lpp,0.0,0.0,0.0,
MALTATr,MALTATr,0.0,0.0,0.0,
DHBSH,DHBSH,0.0,0.0,0.0,
ENTERES,ENTERES,0.0,0.0,0.0,
FEOXAMUtex,FEOXAMUtex,0.0,0.0,0.0,
ARBTNtpp,ARBTNtpp,0.0,0.0,0.0,
ARBTNtex,ARBTNtex,0.0,0.0,0.0,
23CAMPtex,23CAMPtex,0.0,0.0,0.0,
23CCMPtex,23CCMPtex,0.0,0.0,0.0,
23CUMPtex,23CUMPtex,0.0,0.0,0.0,
23CGMPtex,23CGMPtex,0.0,0.0,0.0,
3AMPtex,3AMPtex,0.0,0.0,0.0,
3CMPtex,3CMPtex,0.0,0.0,0.0,
LADGMDH,LADGMDH,0.0,0.0,0.0,
ALAGLUE,ALAGLUE,0.0,0.0,0.0,
FEENTERtpp,FEENTERtpp,0.0,0.0,0.0,
FEENTERtex,FEENTERtex,0.0,0.0,0.0,
FE3HOXUtpp,FE3HOXUtpp,0.0,0.0,0.0,
FEOXAMUtpp,FEOXAMUtpp,0.0,0.0,0.0,
FECRMUtpp,FECRMUtpp,0.0,0.0,0.0,
FE3HOXR2,FE3HOXR2,0.0,0.0,0.0,
PTRCt2pp,PTRCt2pp,0.0,0.0,0.0,
GGGABAH,GGGABAH,0.0,0.0,0.0,
FRULYSK,FRULYSK,0.0,0.0,0.0,
FDMO6,FDMO6,0.0,0.0,0.0,
SULFACabcpp,SULFACabcpp,0.0,0.0,0.0,
ETHSO3tex,ETHSO3tex,0.0,0.0,0.0,
BUTSO3tex,BUTSO3tex,0.0,0.0,0.0,
LIPOtex,LIPOtex,0.0,0.0,0.0,
CYANSTpp,CYANSTpp,0.0,0.0,0.0,
MCPST,MCPST,0.0,0.0,0.0,
PHEMEabcpp,PHEMEabcpp,0.0,0.0,0.0,
METSOX1abcpp,METSOX1abcpp,0.0,0.0,0.0,
GALBDtex,GALBDtex,0.0,0.0,0.0,
LIPAHT2ex,LIPAHT2ex,0.0,0.0,0.0,
LIPAHTex,LIPAHTex,0.0,0.0,0.0,
ECAP1pp,ECAP1pp,0.0,0.0,0.0,
UDCPDPpp,UDCPDPpp,0.0,0.0,0.0,
ECAP2pp,ECAP2pp,0.0,0.0,0.0,
ECA4OALpp,ECA4OALpp,0.0,0.0,0.0,
FE3Ri,FE3Ri,0.0,0.0,0.0,
FE3HOXR3,FE3HOXR3,0.0,0.0,0.0,
FEENTERR1,FEENTERR1,0.0,0.0,0.0,
FEENTERR3,FEENTERR3,0.0,0.0,0.0,
SULFACtex,SULFACtex,0.0,0.0,0.0,
EX_sulfac_e,EX_sulfac_e,0.0,0.0,0.0,
EX_butso3_e,EX_butso3_e,-0.0,0.0,-0.0,
EX_ethso3_e,EX_ethso3_e,0.0,0.0,0.0,
NODOy,NODOy,0.0,0.0,0.0,
GALM2pp,GALM2pp,0.0,0.0,0.0,
CU1abcpp,CU1abcpp,0.0,0.0,0.0,
HG2abcpp,HG2abcpp,0.0,0.0,0.0,
GLCTR3,GLCTR3,0.0,0.0,0.0,
HEPT4,HEPT4,0.0,0.0,0.0,
LA4NTpp,LA4NTpp,0.0,0.0,0.0,
NODOx,NODOx,0.0,0.0,0.0,
NOtex,NOtex,0.0,0.0,0.0,
NOtpp,NOtpp,0.0,0.0,0.0,
NHFRBO,NHFRBO,0.0,0.0,0.0,
N2Otpp,N2Otpp,0.0,0.0,0.0,
N2Otex,N2Otex,0.0,0.0,0.0,
CRNt8pp,CRNt8pp,0.0,0.0,0.0,
CRNt2rpp,CRNt2rpp,0.0,0.0,0.0,
CRNDt2rpp,CRNDt2rpp,0.0,0.0,0.0,
CTBTt2rpp,CTBTt2rpp,0.0,0.0,0.0,
42A12BOOXpp,42A12BOOXpp,0.0,0.0,0.0,
TYROXDApp,TYROXDApp,0.0,0.0,0.0,
PACALDt2rpp,PACALDt2rpp,0.0,0.0,0.0,
PEAMNtex,PEAMNtex,0.0,0.0,0.0,
PACALDtex,PACALDtex,0.0,0.0,0.0,
LIPOt2pp,LIPOt2pp,0.0,0.0,0.0,
NTRIR4pp,NTRIR4pp,0.0,0.0,0.0,
NTRIR3pp,NTRIR3pp,0.0,0.0,0.0,
INOSTt4pp,INOSTt4pp,0.0,0.0,0.0,
PHEMEtiex,PHEMEtiex,0.0,0.0,0.0,
AGM3PA,AGM3PA,0.0,0.0,0.0,
CYANtex,CYANtex,0.0,0.0,0.0,
SO3tex,SO3tex,0.0,0.0,0.0,
TCYNTtex,TCYNTtex,0.0,0.0,0.0,
ACANTHAT,ACANTHAT,0.0,0.0,0.0,
METSOX2abcpp,METSOX2abcpp,0.0,0.0,0.0,
METSOX1tex,METSOX1tex,0.0,0.0,0.0,
METSOX2tex,METSOX2tex,0.0,0.0,0.0,
3UMPtex,3UMPtex,0.0,0.0,0.0,
3GMPtex,3GMPtex,0.0,0.0,0.0,
FALDtpp,FALDtpp,0.0,0.0,0.0,
EX_tym_e,EX_tym_e,-0.0,-0.0,-0.0,
METSOXR1,METSOXR1,0.0,0.0,0.0,
METSOXR2,METSOXR2,0.0,0.0,0.0,
DAPAL,DAPAL,0.0,0.0,0.0,
AMPTASECG,AMPTASECG,0.0,0.0,0.0,
EX_imp_e,EX_imp_e,0.0,0.0,0.0,
DOPAtex,DOPAtex,0.0,0.0,0.0,
4HOXPACDtex,4HOXPACDtex,0.0,0.0,0.0,
LACZpp,LACZpp,0.0,0.0,0.0,
GPDDA1pp,GPDDA1pp,0.0,0.0,0.0,
GPDDA5pp,GPDDA5pp,0.0,0.0,0.0,
ETHAtex,ETHAtex,0.0,0.0,0.0,
G3PStex,G3PStex,0.0,0.0,0.0,
FEENTERR2,FEENTERR2,0.0,0.0,0.0,
FLVR,FLVR,0.0,0.0,0.0,
FE3HOXR1,FE3HOXR1,0.0,0.0,0.0,
FEENTERexs,FEENTERexs,0.0,0.0,0.0,
FE3HOXexs,FE3HOXexs,0.0,0.0,0.0,
FECRMR3,FECRMR3,0.0,0.0,0.0,
FDMO2,FDMO2,0.0,0.0,0.0,
LALGP,LALGP,0.0,0.0,0.0,
AGM4PApp,AGM4PApp,0.0,0.0,0.0,
AGM4PA,AGM4PA,0.0,0.0,0.0,
RNDR3b,RNDR3b,0.0,0.0,0.0,
RNDR4b,RNDR4b,0.0,0.0,0.0,
ACGAL1Ptex,ACGAL1Ptex,0.0,0.0,0.0,
ACGALtex,ACGALtex,0.0,0.0,0.0,
GLCUR1Ptex,GLCUR1Ptex,0.0,0.0,0.0,
UDPGLCURtex,UDPGLCURtex,0.0,0.0,0.0,
UDPGALPpp,UDPGALPpp,0.0,0.0,0.0,
UACGAMPpp,UACGAMPpp,0.0,0.0,0.0,
UACGALPpp,UACGALPpp,0.0,0.0,0.0,
UGLCURPpp,UGLCURPpp,0.0,0.0,0.0,
FEROpp,FEROpp,0.0,0.0,0.0,
ISETACabcpp,ISETACabcpp,0.0,0.0,0.0,
ISETACtex,ISETACtex,0.0,0.0,0.0,
GUR1PPpp,GUR1PPpp,0.0,0.0,0.0,
UDPGtex,UDPGtex,0.0,0.0,0.0,
ACGAL1PPpp,ACGAL1PPpp,0.0,0.0,0.0,
UDPGALtex,UDPGALtex,0.0,0.0,0.0,
ACGAM1Ptex,ACGAM1Ptex,0.0,0.0,0.0,
UACGAMtex,UACGAMtex,0.0,0.0,0.0,
UDPACGALtex,UDPACGALtex,0.0,0.0,0.0,
AM4PCP,AM4PCP,0.0,0.0,0.0,
AM3PA,AM3PA,0.0,0.0,0.0,
UM4PCP,UM4PCP,0.0,0.0,0.0,
CBLAT,CBLAT,0.0,0.0,0.0,
MSO3abcpp,MSO3abcpp,0.0,0.0,0.0,
MSO3tex,MSO3tex,0.0,0.0,0.0,
FECRMR1,FECRMR1,0.0,0.0,0.0,
FECRMR2,FECRMR2,0.0,0.0,0.0,
TDP,TDP,0.0,0.0,0.0,
3PEPTabcpp,3PEPTabcpp,0.0,0.0,0.0,
4PEPTabcpp,4PEPTabcpp,0.0,0.0,0.0,
AGM3Pt2pp,AGM3Pt2pp,0.0,0.0,0.0,
AGM4Pt2pp,AGM4Pt2pp,0.0,0.0,0.0,
AGMt2pp,AGMt2pp,0.0,0.0,0.0,
FECRMexs,FECRMexs,0.0,0.0,0.0,
ARBTNR1,ARBTNR1,0.0,0.0,0.0,
ARBTNR2,ARBTNR2,0.0,0.0,0.0,
ARBTNR3,ARBTNR3,0.0,0.0,0.0,
ARBTNexs,ARBTNexs,0.0,0.0,0.0,
FEOXAMexs,FEOXAMexs,0.0,0.0,0.0,
FEOXAMR1,FEOXAMR1,0.0,0.0,0.0,
FEOXAMR2,FEOXAMR2,0.0,0.0,0.0,
FEOXAMR3,FEOXAMR3,0.0,0.0,0.0,
PTHRpp,PTHRpp,0.0,0.0,0.0,
ARABDI,ARABDI,0.0,0.0,0.0,
AGt3,AGt3,0.0,0.0,0.0,
CD2t3pp,CD2t3pp,0.0,0.0,0.0,
ZNabcpp,ZNabcpp,0.0,0.0,0.0,
SKMt2pp,SKMt2pp,0.0,0.0,0.0,
FE2t2pp,FE2t2pp,0.0,0.0,0.0,
R5PPpp,R5PPpp,0.0,0.0,0.0,
PSP_Lpp,PSP_Lpp,0.0,0.0,0.0,
TYRPpp,TYRPpp,0.0,0.0,0.0,
GLYC2Ptex,GLYC2Ptex,0.0,0.0,0.0,
PSERtex,PSERtex,0.0,0.0,0.0,
R5Ptex,R5Ptex,0.0,0.0,0.0,
THRPtex,THRPtex,0.0,0.0,0.0,
TYRPtex,TYRPtex,0.0,0.0,0.0,
PAPSR2,PAPSR2,0.0,0.13447872713054076,0.1344789647058932,
GRXR,GRXR,0.0,0.13447872713054076,0.1344789647058932,
RNDR1b,RNDR1b,0.0,0.0,0.0,
RNDR2b,RNDR2b,0.0,0.0,0.0,
FACOAE181,FACOAE181,0.0,0.0,0.0,
FACOAE160,FACOAE160,0.0,0.0,0.0,
FACOAE140,FACOAE140,0.0,0.0,0.0,
CPGNR1,CPGNR1,0.0,0.0,0.0,
CPGNR2,CPGNR2,0.0,0.0,0.0,
CPGNR3,CPGNR3,0.0,0.0,0.0,
CPGNUtpp,CPGNUtpp,0.0,0.0,0.0,
CPGNUtex,CPGNUtex,0.0,0.0,0.0,
AAMYL,AAMYL,0.0,0.0,0.0,
AAMYLpp,AAMYLpp,0.0,0.0,0.0,
FACOAL80t2pp,FACOAL80t2pp,0.0,0.0,0.0,
PPGPPDP,PPGPPDP,0.0,0.0,0.0,
CPGNabcpp,CPGNabcpp,0.0,0.0,0.0,
CPGNexs,CPGNexs,0.0,0.0,0.0,
CITtex,CITtex,0.0,0.0,0.0,
ACGAtex,ACGAtex,0.0,0.0,0.0,
DDCAtexi,DDCAtexi,0.0,0.0,0.0,
TTDCAtexi,TTDCAtexi,0.0,0.0,0.0,
HDCAtexi,HDCAtexi,0.0,0.0,0.0,
GUACYC,GUACYC,0.0,0.0,0.0,
23PDE2pp,23PDE2pp,0.0,0.0,0.0,
23PDE4pp,23PDE4pp,0.0,0.0,0.0,
23PDE9pp,23PDE9pp,0.0,0.0,0.0,
ATPHs,ATPHs,0.0,0.0,0.0,
SARCOX,SARCOX,0.0,0.0,0.0,
GTPHs,GTPHs,0.0,0.0,0.0,
MN6PP,MN6PP,0.0,0.0,0.0,
3KGK,3KGK,0.0,0.0,0.0,
EX_cd2_e,EX_cd2_e,-0.0,0.0,-0.0,
F6PP,F6PP,0.0,0.0,0.0,
GDPMNH,GDPMNH,0.0,0.0,0.0,
FACOAL60t2pp,FACOAL60t2pp,0.0,0.0,0.0,
IDONt2rpp,IDONt2rpp,0.0,0.0,0.0,
ILEabcpp,ILEabcpp,0.0,0.0,0.0,
INDOLEt2pp,INDOLEt2pp,0.0,0.0,0.0,
INSt2pp,INSt2pp,0.0,0.0,0.0,
LYXt2pp,LYXt2pp,0.0,0.0,0.0,
GDPDPK,GDPDPK,0.0,0.0,0.0,
OCDCAtexi,OCDCAtexi,0.0,0.0,0.0,
OCDCEAtexi,OCDCEAtexi,0.0,0.0,0.0,
G6Ptex,G6Ptex,0.0,0.0,0.0,
TUNGSabcpp,TUNGSabcpp,0.0,0.0,0.0,
MOBDabcpp,MOBDabcpp,0.0,3.8037153809722985e-06,3.8037221007639016e-06,
MOBDtex,MOBDtex,0.0,3.8037153809722985e-06,3.8037221007639016e-06,
NI2uabcpp,NI2uabcpp,0.0,0.0,0.0,
NI2tex,NI2tex,0.0,0.0001755142954362932,0.00017551460550667717,
R1PK,R1PK,0.7094108725468367,0.6389693018242584,0.63897043065233,
R15BPK,R15BPK,0.7094108725468367,0.6389693018242584,0.63897043065233,
Kabcpp,Kabcpp,0.0,0.0,0.0,
LEUabcpp,LEUabcpp,0.0,0.0,0.0,
L_LACt2rpp,L_LACt2rpp,0.0,0.0,0.0,
MALt2_2pp,MALt2_2pp,0.0,0.0,0.0,
MALt2_3pp,MALt2_3pp,0.0,0.0,0.0,
MALTabcpp,MALTabcpp,0.0,0.0,0.0,
MALTHXabcpp,MALTHXabcpp,0.0,0.0,0.0,
MALTPTabcpp,MALTPTabcpp,0.0,0.0,0.0,
MALTTRabcpp,MALTTRabcpp,0.0,0.0,0.0,
MALTTTRabcpp,MALTTTRabcpp,0.0,0.0,0.0,
MAN6Pt6_2pp,MAN6Pt6_2pp,0.0,0.0,0.0,
MANGLYCptspp,MANGLYCptspp,0.0,0.0,0.0,
MELIBt2pp,MELIBt2pp,0.0,0.0,0.0,
METabcpp,METabcpp,0.0,0.0,0.0,
EX_fe3hox_un_e,EX_fe3hox_un_e,-0.0,-0.0,-0.0,
GGPTRCS,GGPTRCS,0.0,0.0,0.0,
EX_23dappa_e,EX_23dappa_e,0.0,0.0,0.0,
RMNtpp,RMNtpp,0.0,0.0,0.0,
SERt4pp,SERt4pp,0.0,0.0,0.0,
SUCCt2_3pp,SUCCt2_3pp,0.0,0.0,0.0,
MNLptspp,MNLptspp,0.0,0.0,0.0,
NAt3_1p5pp,NAt3_1p5pp,0.0,0.0,0.0,
NAt3_2pp,NAt3_2pp,0.0,0.0,0.0,
NH4tpp,NH4tpp,0.0,5.868543256956111,5.868553624553179,
NMNPtpp,NMNPtpp,0.0,0.0,0.0,
NO2t2rpp,NO2t2rpp,0.0,0.0,0.0,
NO3t7pp,NO3t7pp,0.0,0.0,0.0,
ORNabcpp,ORNabcpp,0.0,0.0,0.0,
PIuabcpp,PIuabcpp,0.0,0.0,0.0,
PNTOt4pp,PNTOt4pp,0.0,0.0,0.0,
FRULYSDG,FRULYSDG,0.0,0.0,0.0,
METDabcpp,METDabcpp,0.0,0.0,0.0,
PROabcpp,PROabcpp,0.0,0.0,0.0,
PROt2rpp,PROt2rpp,0.0,0.0,0.0,
PROt4pp,PROt4pp,0.0,0.0,0.0,
PTRCabcpp,PTRCabcpp,0.0,0.0,0.0,
ASNNpp,ASNNpp,0.0,0.0,0.0,
GLUNpp,GLUNpp,0.0,0.0,0.0,
NTD12,NTD12,0.0,0.0,0.0,
FECRMtonex,FECRMtonex,0.0,0.0,0.0,
ARBTNtonex,ARBTNtonex,0.0,0.0,0.0,
ADOCBLabcpp,ADOCBLabcpp,0.0,0.0,0.0,
EX_enter_e,EX_enter_e,-0.0,-0.0,0.0,
EX_fecrm_un_e,EX_fecrm_un_e,-0.0,-0.0,0.0,
EX_cgly_e,EX_cgly_e,0.0,0.0,0.0,
EX_chtbs_e,EX_chtbs_e,0.0,0.0,-0.0,
EX_gmp_e,EX_gmp_e,0.0,0.0,0.0,
EX_h2o2_e,EX_h2o2_e,0.0,-0.0,0.0,
EX_ump_e,EX_ump_e,0.0,0.0,0.0,
EX_pydam_e,EX_pydam_e,0.0,0.0,0.0,
CRNabcpp,CRNabcpp,0.0,0.0,0.0,
CRNDabcpp,CRNDabcpp,0.0,0.0,0.0,
DNTPPA,DNTPPA,0.00040360258298860013,0.00036352651283861796,0.00036352715505871933,
CTBTabcpp,CTBTabcpp,0.0,0.0,0.0,
NTPP9,NTPP9,0.0,0.0,0.0,
NTPP10,NTPP10,0.0,0.0,0.0,
NTPP11,NTPP11,0.0,0.0,0.0,
NTD10pp,NTD10pp,0.0,0.0,0.0,
NTD1pp,NTD1pp,0.0,0.0,0.0,
NTD2pp,NTD2pp,0.0,0.0,0.0,
NTD3pp,NTD3pp,0.0,0.0,0.0,
NTD4pp,NTD4pp,0.0,0.0,0.0,
NTD5pp,NTD5pp,0.0,0.0,0.0,
NTD6pp,NTD6pp,0.0,0.0,0.0,
NTD7pp,NTD7pp,0.0,0.0,0.0,
NTD9pp,NTD9pp,0.0,0.0,0.0,
PEAMNOpp,PEAMNOpp,0.0,0.0,0.0,
GAL1PPpp,GAL1PPpp,0.0,0.0,0.0,
H2O2tex,H2O2tex,0.0,0.0,0.0,
ARGDCpp,ARGDCpp,0.0,0.0,0.0,
ALLPI,ALLPI,0.0,0.0,0.0,
ALLK,ALLK,0.0,0.0,0.0,
ALLULPE,ALLULPE,0.0,0.0,0.0,
ADEtex,ADEtex,0.0,0.0,0.0,
ADNtex,ADNtex,0.0,0.0,0.0,
AGMtex,AGMtex,0.0,0.0,0.0,
ALAtex,ALAtex,0.0,0.0,0.0,
BALAtex,BALAtex,0.0,0.0,0.0,
DALAtex,DALAtex,0.0,0.0,0.0,
AMPtex,AMPtex,0.0,0.0,0.0,
ARBtex,ARBtex,0.0,0.0,0.0,
ARGtex,ARGtex,0.0,0.0,0.0,
ASCBtex,ASCBtex,0.0,0.0,0.0,
FACOAL100t2pp,FACOAL100t2pp,0.0,0.0,0.0,
RIBabcpp,RIBabcpp,0.0,0.0,0.0,
GPDDA3pp,GPDDA3pp,0.0,0.0,0.0,
GPDDA4pp,GPDDA4pp,0.0,0.0,0.0,
GPDDA2pp,GPDDA2pp,0.0,0.0,0.0,
FACOAL120t2pp,FACOAL120t2pp,0.0,0.0,0.0,
FACOAL140t2pp,FACOAL140t2pp,0.0,0.0,0.0,
FE3HOXtonex,FE3HOXtonex,0.0,0.0,0.0,
CU2abcpp,CU2abcpp,0.0,0.0,0.0,
COBALT2abcpp,COBALT2abcpp,0.0,0.0,0.0,
NI2abcpp,NI2abcpp,0.0,0.0,0.0,
MG2uabcpp,MG2uabcpp,0.0,0.0,0.0,
HCYSMT2,HCYSMT2,0.0,0.0,0.0,
MMETtex,MMETtex,0.0,0.0,0.0,
FE3tex,FE3tex,0.0,0.0,0.0,
MG2tex,MG2tex,0.0,0.004713890132847814,0.004713898460589549,
Zn2tex,Zn2tex,0.0,0.0001852952778445077,0.00018529560519435576,
MMETt2pp,MMETt2pp,0.0,0.0,0.0,
CD2tex,CD2tex,0.0,0.0,0.0,
GLNabcpp,GLNabcpp,0.0,0.0,0.0,
GLUabcpp,GLUabcpp,0.0,0.0,0.0,
GLUABUTt7pp,GLUABUTt7pp,0.0,0.0,0.0,
GLUt2rpp,GLUt2rpp,0.0,0.002828334079708688,0.00282833907635373,
GLUt4pp,GLUt4pp,0.0,0.002828334079708688,0.00282833907635373,
GLYALDtpp,GLYALDtpp,0.0,0.0,0.0,
EX_etha_e,EX_etha_e,0.0,0.0,0.0,
ACGK,ACGK,0.178449051162024,0.16072979713836547,0.16073008108987943,
LCTSt3ipp,LCTSt3ipp,0.0,0.0,0.0,
ARBt3ipp,ARBt3ipp,0.0,0.0,0.0,
14GLUCANabcpp,14GLUCANabcpp,0.0,0.0,0.0,
14GLUCANtexi,14GLUCANtexi,0.0,0.0,0.0,
DHPTPE,DHPTPE,0.0,0.0,0.0,
NADPHQR2,NADPHQR2,47.71100478687556,43.438102798529506,43.65985928534199,
NADPHQR3,NADPHQR3,0.0,0.0,0.0,
NADPHQR4,NADPHQR4,0.0,0.0,0.0,
GLBRAN2,GLBRAN2,0.0,0.0,0.0,
ASR,ASR,0.0,0.0,0.0,
ASO3tex,ASO3tex,0.0,0.0,0.0,
MANGLYCtex,MANGLYCtex,0.0,0.0,0.0,
EX_frulys_e,EX_frulys_e,0.0,0.0,0.0,
METOX1s,METOX1s,0.0,0.0,0.0,
METOX2s,METOX2s,0.0,0.0,0.0,
FRUURt2rpp,FRUURt2rpp,0.0,0.0,0.0,
FRUURtex,FRUURtex,0.0,0.0,0.0,
ECAtpp,ECAtpp,0.0,0.0,0.0,
O16AT,O16AT,0.0,0.0,0.0,
O16GALFT,O16GALFT,0.0,0.0,0.0,
O16GLCT2,O16GLCT2,0.0,0.0,0.0,
O16AUNDtpp,O16AUNDtpp,0.0,0.0,0.0,
O16AP1pp,O16AP1pp,0.0,0.0,0.0,
GLYCAt2rpp,GLYCAt2rpp,0.0,0.0,0.0,
GLYCAtex,GLYCAtex,0.0,0.0,0.0,
EX_enlipa_e,EX_enlipa_e,-0.0,0.0,-0.0,
EX_hacolipa_e,EX_hacolipa_e,-0.0,-0.0,-0.0,
AGM4PCP,AGM4PCP,0.0,0.0,0.0,
