,fluxes,reduced_costs,equ
EX_uacgam_e,0.0,935.1167417277575,uacgam_e --> 
EX_udpacgal_e,0.0,425.2278658149172,udpacgal_e --> 
EX_udpg_e,0.0,412.1121953484065,udpg_e --> 
EX_udpgal_e,0.0,443.7826520308209,udpgal_e --> 
EX_udpglcur_e,0.0,424.61046333673164,udpglcur_e --> 
EX_14glucan_e,-0.0,-2.0,14glucan_e --> 
EX_pser__L_e,0.0,81.73444848480148,pser__L_e --> 
EX_aso3_e,0.0,-2.0,aso3_e --> 
EX_tcynt_e,0.0,32.35216578633498,tcynt_e --> 
EX_fe3dhbzs_e,-0.0,-2.0,fe3dhbzs_e --> 
PPPGO,0.00016527624182561924,-94.35380689502927,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
EX_feoxam_un_e,-0.0,-2.0,feoxam_un_e --> 
EX_g3pc_e,0.0,49.8418521587028,g3pc_e --> 
EX_g3pg_e,0.0,289.7036383326232,g3pg_e --> 
EX_g3pi_e,0.0,39.179753471374895,g3pi_e --> 
EX_g3ps_e,0.0,222.4309069909939,g3ps_e --> 
EX_peamn_e,0.0,144.16966019735872,peamn_e --> 
EX_34dhpac_e,-0.0,-2.0,34dhpac_e --> 
DAMPtex,0.0,-2.0,damp_e --> damp_p
DCMPtex,0.0,2.0,dcmp_e --> dcmp_p
DGMPtex,0.0,-2.0,dgmp_e --> dgmp_p
DTMPtex,0.0,-2.0,dtmp_e --> dtmp_p
GMPtex,0.0,-2.0,gmp_e --> gmp_p
IMPtex,0.0,2.0,imp_e --> imp_p
UMPtex,0.0,-2.0,ump_e --> ump_p
G1Ptex,0.0,2.0,g1p_e --> g1p_p
ADNK1,0.0,8603.63169375291,adn_c + atp_c --> adp_c + amp_c + h_c
CUt3,0.0,5.5524463159629605,cu_c + h_e --> cu_e + h_c
ZN2t3pp,0.0,8.507634825422517,h_p + zn2_c --> h_c + zn2_p
SKMtex,0.0,-2.0,skm_e --> skm_p
MNt2pp,0.0,4.507634825422517,h_p + mn2_p --> h_c + mn2_c
MNtex,0.0005121340049394749,-2.0,mn2_e --> mn2_p
GAL1Ptex,0.0,-2.0,gal1p_e --> gal1p_p
O2Stex,0.0,-2.0,o2s_e --> o2s_p
HEPK1,0.0,-17.870957045913656,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c
HEPT3,0.0,-20.6371746438399,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c
HEPK2,0.0,-13.384007566390324,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c
ALDD3y,0.0,1.1541109628608321,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
R5PP,0.0,77.86429354666325,h2o_c + r5p_c --> pi_c + rib__D_c
EX_xmp_e,0.0,1690.4212321019686,xmp_e --> 
EX_damp_e,0.0,2260.839321371765,damp_e --> 
CYSSADS,0.0,-72.85205526981483,3sala_c + 2.0 h_c --> ala__L_c + so2_c
EX_dimp_e,0.0,2250.234854588399,dimp_e --> 
CPPPGO2,0.0,392476.3712621819,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c
EX_isetac_e,-0.0,-2.0,isetac_e --> 
AGM3PH,0.0,8.469077796064383,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c
HOMt2pp,0.0,-2.0,h_p + hom__L_c --> h_c + hom__L_p
HOMtex,0.0,2.0,hom__L_e --> hom__L_p
SO2tex,0.0,2.0,so2_e --> so2_p
SO2tpp,0.0,2.0,so2_p --> so2_c
LDH_D2,0.0,7.692548448196632,lac__D_c + q8_c --> pyr_c + q8h2_c
SHCHF,0.00016527624182561924,-882.0955309868441,fe2_c + scl_c --> 3.0 h_c + sheme_c
SUCBZL,0.0,-136.21545387728838,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c
CYSDDS,0.0,-29.416589380444066,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c
CYStpp,0.0,-2.0,cys__L_c --> cys__L_p
ACSERtpp,0.0,-2.0,acser_c --> acser_p
ACSERtex,0.0,-2.0,acser_e --> acser_p
LALDO3,0.0,338.17914298867447,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c
NTP10,0.0,95.22671919723976,h2o_c + itp_c --> h_c + idp_c + pi_c
PRAIS,0.3320473813183327,-24.077316750442264,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
GDMANE,0.0,-7.9949119932744,gdpddman_c --> gdpofuc_c
GPDDA4,0.0,92.9039923956049,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
LPLIPAL2E140,0.0,-37.29017486251859,2agpe140_c + h2o_c --> g3pe_c + h_c + ttdca_c
LPLIPAL2E180,0.0,-21.646805679268766,2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c
LPLIPAL2G161,0.0,119.2712372335595,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c
LPLIPAL2G181,0.0,-43.62977783693191,2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c
2AGPE120tipp,0.0,167.69225915587003,2agpe120_p --> 2agpe120_c
AACPS6,0.0,-58.93384285717582,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c
AACPS7,0.05767918494994167,-52.120324648336236,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c
G3PGabcpp,0.0,-2.0,atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c
G3PIabcpp,0.0,-2.0,atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c
G3PSabcpp,0.0,7.853433757559841,atp_c + g3ps_p + h2o_c --> adp_c + g3ps_c + h_c + pi_c
QMO2,0.0,23.909319020741243,2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c
QMO3,0.0,30.735910520042815,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c
LPLIPAL2E141,0.0,-19.798547124890263,2agpe141_c + h2o_c --> g3pe_c + h_c + ttdcea_c
LPLIPAL2E161,0.0,101.88547590397772,2agpe161_c + h2o_c --> g3pe_c + h_c + hdcea_c
LPLIPAL2E181,0.0,-47.19298823795066,2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c
LPLIPAL2G180,0.0,27.98536256624532,2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c
LPLIPAL2G141,0.0,-47.19301340983088,2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c
2AGPA120tipp,0.0,193.88919711527546,2ddecg3p_p --> 2ddecg3p_c
2AGPG180tipp,0.0,-2.0,2agpg180_p --> 2agpg180_c
IPDDI,0.00020603944048216106,-15.296192721754323,ipdp_c --> dmpp_c
2AGPGAT180,0.0,-91.36471374659095,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c
2AGPGAT181,0.0,-35.4758170060943,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c
LPLIPAL2ATG120,0.0,-29.53627998480988,2agpg120_c + pg120_c --> apg120_c + g3pg_c
PLIPA1E140pp,0.0,-78.90139804392834,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p
PLIPA1E160pp,0.0,-63.38661359832497,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p
PLIPA1E161pp,0.0,-60.822998020072646,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p
AACPS8,0.0,173.90895197087647,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
AACPS9,0.0,-105.58344059701517,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
HXCT,0.0,-34.875739491224465,accoa_c + hxa_c --> ac_c + hxcoa_c
2AGPEAT160,0.0,-12.378670759353327,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
DURADx,0.0,316.2627052079216,56dura_c + nad_c --> h_c + nadh_c + ura_c
ECOAH7,0.20608094482988512,-24.448508901856258,3hhdcoa_c --> h2o_c + hdd2coa_c
G1PPpp,0.0,-7.23983043728375,g1p_p + h2o_p --> glc__D_p + pi_p
GALCTND,0.0,-24.456053554862393,galctn__D_c --> 2dh3dgal_c + h2o_c
GCALDD,0.0,31147.614710990016,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c
HISTP,0.07021498026042833,-65.49577520605828,h2o_c + hisp_c --> histd_c + pi_c
LDH_D,0.0,-23.118133375633953,lac__D_c + nad_c --> h_c + nadh_c + pyr_c
AMALT4,0.0,-6.163800096690766,malt_c + malthx_c --> glc__D_c + malthp_c
NTD11,0.1802682051424292,-31.367455028898576,h2o_c + imp_c --> ins_c + pi_c
ORNDC,0.0,283.41144448167273,h_c + orn_c --> co2_c + ptrc_c
UPP3MT,0.00016527624182561924,-115.92837649618014,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
KAS15,0.0,-34.780111031071755,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
ALAALAtex,0.0,2.0,alaala_e --> alaala_p
FACOAL181t2pp,0.0,-33.79022102258091,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c
T2DECAI,0.0,92.62366085631149,tdec2eACP_c --> cdec3eACP_c
3OAS161,0.0,-100.81513384566074,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
EAR141y,0.0,-42.06226825495759,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
EAR161x,0.0,-122.85869546801547,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
DASYN160,0.047295686528520474,-3.42744787270658,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN161,0.05574478588642209,-3.2078405076745184,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
DASYN181,0.0,159.21188541030227,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDAPPA161,0.0,137.0784868493398,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c
PGSA180,0.0,-12.523049493956705,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PSSA140,0.0,-32.56952876822197,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2AGPGAT141,0.0,30.593949922820073,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
FACOAE180,0.0,429.91847593193995,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
FACOAE100,0.0,-11.263215811894042,dcacoa_c + h2o_c --> coa_c + dca_c + h_c
FACOAE80,0.0,-150.2515765603166,h2o_c + occoa_c --> coa_c + h_c + octa_c
FACOAE60,0.0,232.87226690708408,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
PLIPA1E120pp,0.0,-78.90132100241817,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
MALtex,0.0,-2.0,mal__L_e --> mal__L_p
NO3tex,0.0,-2.0,no3_e --> no3_p
3OAS141,0.0,-100.81505538905185,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAR121,0.0,-120.5428338222072,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
CFAS160G,0.0,-10.239365566425931,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c
URAt2pp,0.0,8.507634825422542,h_p + ura_p --> h_c + ura_c
FACOAE141,0.0,-64.48551559813495,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
FACOAE161,0.11148957177284417,-10.906669118063292,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
TTDCEAtexi,0.0,-2.0,ttdcea_e --> ttdcea_p
HDCEAtexi,0.0,-2.0,hdcea_e --> hdcea_p
ALAALAD,0.0,90.22334420820194,alaala_c + h2o_c --> 2.0 ala__D_c
2AGPEAT180,0.0,-21.60530660269078,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2AGPEAT181,0.0,153.42882491239658,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2AGPGAT140,0.0,45.74297227996809,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
PLIPA1E181pp,0.0,-78.90141337452087,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
PLIPA1G180pp,0.0,39.61648184492036,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp,0.0,102.40824846167537,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
ALAALAabcpp,0.0,-2.0,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
HEXt2rpp,0.0,-2.0,h_p + hxa_p --> h_c + hxa_c
G3PEabcpp,0.0,9.61745211167414,atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c
G3PCabcpp,0.0,-1.9999999999999964,atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c
2AGPGAT161,0.0,-29.366075459064405,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
AMPTASEPG,0.0,-38.01990998953693,h2o_c + progly_c --> gly_c + pro__L_c
PROGLYabcpp,0.0,-2.0,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
GTHRDabcpp,0.0,61.44535168480775,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
2AGPG140tipp,0.0,22.419461053577834,2agpg140_p --> 2agpg140_c
2AGPG160tipp,0.0,-2.0,2agpg160_p --> 2agpg160_c
2AGPG141tipp,0.0,-2.0,2agpg141_p --> 2agpg141_c
2AGPG161tipp,0.0,-2.0,2agpg161_p --> 2agpg161_c
2AGPG181tipp,0.0,-2.0,2agpg181_p --> 2agpg181_c
2AGPEAT140,0.0,-27.817511189740117,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120,0.0,-52.5531754211263,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161,0.0,-53.42161119796151,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2AGPEAT141,0.0,171.48796620380182,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2AGPGAT160,0.0,21.39209600684157,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
LPLIPAL2ATG140,0.0,-30.43266284602396,2agpg140_c + pg140_c --> apg140_c + g3pg_c
LPLIPAL2ATG141,0.0,-20.97196321971402,2agpg141_c + pg141_c --> apg141_c + g3pg_c
LPLIPAL2ATG160,0.0,-12.208102456294455,2agpg160_c + pg160_c --> apg160_c + g3pg_c
LPLIPAL2ATG180,0.0,-31.386542100646693,2agpg180_c + pg180_c --> apg180_c + g3pg_c
LPLIPAL2ATG161,0.0,-16.711455408822076,2agpg161_c + pg161_c --> apg161_c + g3pg_c
LPLIPAL2ATG181,0.0,-23.442916102489562,2agpg181_c + pg181_c --> apg181_c + g3pg_c
CLPNS180pp,0.0,-30.26573886428332,2.0 pg180_p --> clpn180_p + glyc_p
CLPNS181pp,0.0,-26.247824629267598,2.0 pg181_p --> clpn181_p + glyc_p
PG161abcpp,0.0,-2.0,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
PGP120abcpp,0.0,-2.0,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
PGP161abcpp,0.0,-2.0,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
PGP181abcpp,0.0,28.248423191311304,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
PA120abcpp,0.0,65.51008932417835,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
PLIPA1G120pp,0.0,-78.9013941492642,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
CLPNS120pp,0.0,-20.81293873509094,2.0 pg120_p --> clpn120_p + glyc_p
ALPATE160pp,0.0,-56.70048408366847,alpp_p + pe160_p --> 2agpe160_p + lpp_p
ALPATG160pp,0.0,-33.684438991899015,alpp_p + pg160_p --> 2agpg160_p + lpp_p
2AGPGAT120,0.0,-0.41231115620907133,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
LPLIPAL2ATE120,0.0,-29.624913689615823,2agpe120_c + pg120_c --> apg120_c + g3pe_c
LPLIPAL2ATE140,0.0,-44.907781128608576,2agpe140_c + pg140_c --> apg140_c + g3pe_c
LPLIPAL2ATE160,0.0,-17.480076061024192,2agpe160_c + pg160_c --> apg160_c + g3pe_c
LPLIPAL2ATE180,0.0,-45.211097941851676,2agpe180_c + pg180_c --> apg180_c + g3pe_c
LPLIPAL2ATE141,0.0,-19.39441238399877,2agpe141_c + pg141_c --> apg141_c + g3pe_c
LPLIPAL2ATE161,0.0,-27.538105144765268,2agpe161_c + pg161_c --> apg161_c + g3pe_c
LPLIPAL2ATE181,0.0,-8.989125581021831,2agpe181_c + pg181_c --> apg181_c + g3pe_c
FACOAL141t2pp,0.0,368.78754929607345,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp,0.0,418.31357903024355,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PA160abcpp,0.0,26.59341922371732,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
PA181abcpp,0.0,77.37716642802775,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
12DGR141tipp,0.0,-2.0,12dgr141_p --> 12dgr141_c
PGPP140pp,0.0,-11.682106003793773,h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp,0.0,159.9790166776254,h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp,0.0,-13.576735768868836,h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp,0.0,59.07773804993425,h2o_p + pgp180_p --> pg180_p + pi_p
CLPNH141pp,0.0,68.10566469277592,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p
CLPNH160pp,0.0,-2.0,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p
CLPNH161pp,0.0,-2.0,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p
CLPNH181pp,0.0,121.85713597003019,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p
PLIPA1E180pp,0.0,-66.48021006877934,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
PLIPA1G140pp,0.0,-78.64556628945093,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
PLIPA1G161pp,0.0,3.0652519744581923,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
CLPNS160pp,0.0,-17.339139364422408,2.0 pg160_p --> clpn160_p + glyc_p
CLPNS161pp,0.0,98.65291603119061,2.0 pg161_p --> clpn161_p + glyc_p
PG160abcpp,0.0,-2.0,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
PGP140abcpp,0.0,-2.0,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
PAPA120pp,0.0,-22.14232931101219,h2o_p + pa120_p --> 12dgr120_p + pi_p
PAPA140pp,0.0,199.89445700937458,h2o_p + pa140_p --> 12dgr140_p + pi_p
PAPA141pp,0.0,-19.44071471591451,h2o_p + pa141_p --> 12dgr141_p + pi_p
PAPA160pp,0.0,-35.12047813136746,h2o_p + pa160_p --> 12dgr160_p + pi_p
PAPA161pp,0.0,-23.11137227516383,h2o_p + pa161_p --> 12dgr161_p + pi_p
PAPA180pp,0.0,-21.21932567414433,h2o_p + pa180_p --> 12dgr180_p + pi_p
HPYRI,0.0,-14.621403051594656,hpyr_c --> 2h3oppan_c
FE3HOXUtex,0.0,-2.0,fe3hox_un_c + h_p --> fe3hox_un_p + h_c
TPRDCOAS,0.0,-16.60931512240495,atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
ACGAM1PPpp,0.0,-2.0,acgam1p_p + h2o_p --> acgam_p + pi_p
EX_dgmp_e,0.0,2517.080601564268,dgmp_e --> 
GAMptspp,0.0,-2.0,gam_p + pep_c --> gam6p_c + pyr_c
GSNt2pp,0.0,-2.0,gsn_p + h_p --> gsn_c + h_c
EX_4hoxpacd_e,-0.0,-2.0,4hoxpacd_e --> 
GSNtex,0.0,-2.0,gsn_e --> gsn_p
FORtex,0.0,2.0,for_e --> for_p
D_LACt2pp,0.0,2.0,h_p + lac__D_p --> h_c + lac__D_c
RIBtex,0.0,-2.0,rib__D_e --> rib__D_p
FLVRx,0.0,25.28148154698268,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
THMtex,0.0,-2.0,thm_e --> thm_p
XYLUtex,0.0,2.0,xylu__L_e --> xylu__L_p
EX_manglyc_e,0.0,37.270392300887124,manglyc_e --> 
ALLtex,0.0,2.0,all__D_e --> all__D_p
GGPTRCO,0.0,1138.057825387876,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c
EX_metsox_R__L_e,0.0,1708.2448537498633,metsox_R__L_e --> 
34dhpactex,0.0,-2.0,34dhpac_e --> 34dhpac_p
MALTHXtexi,0.0,-2.0,malthx_e --> malthx_p
12PPDStpp,0.0,2.0,12ppd__S_p --> 12ppd__S_c
HYD1pp,0.0,7.328738280681423,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
EX_cl_e,0.0,2.0,cl_e --> 
FE3DHBZStonex,0.0,-2.0,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
AACTOOR,0.0,-2.0,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c
H2tpp,0.0,2.0,h2_p --> h2_c
23DAPPAtex,0.0,2.0,23dappa_e --> 23dappa_p
ECAP3pp,0.0,-28.99661990513414,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
FEOXAMtonex,0.0,79.32489626737532,feoxam_e + h_p --> feoxam_p + h_c
FMNRx,0.0,-14.234883097189595,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
EX_3hpppn_e,0.0,56.625284404437366,3hpppn_e --> 
EX_man6p_e,0.0,70.4880569635682,man6p_e --> 
EX_tsul_e,-0.0,-2.0,tsul_e --> 
PHEt2rpp,0.0,-2.0,h_p + phe__L_p --> h_c + phe__L_c
DHBS,0.0,-63.07944250726018,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
EX_n2o_e,-0.0,-2.0,n2o_e --> 
MDDCP1pp,0.0,28.147732778278566,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
GUI2,0.0,-18.70641728783999,galur_c --> tagur_c
OMBZLM,0.0,-10.036800884263357,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
EX_maltttr_e,0.0,-2.0,maltttr_e --> 
GLYCK,0.0,16.18545910991729,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MLTG5,0.0,-16.50805813644822,h2o_c + malthp_c --> glc__D_c + malthx_c
GPDDA3,0.0,-20.315649741950068,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
2DOXG6PP,0.0,-27.146841537725926,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
OXAMTC,0.0,-2.0,oxur_c + pi_c --> cbp_c + oxam_c
UDCPPtppi,0.0,-2.0,udcpp_p --> udcpp_c
AGMH,0.0,-25.09263024240812,anhgm_c + h2o_c --> acgam_c + anhm_c
MPTG,0.010297525129709209,-75.76894835049461,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG2,0.0,-126.3420097933631,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP1App,0.010297525129709209,-59.67214117902131,murein5p5p_p --> ala__D_p + murein5px4p_p
MCTP2App,0.0,-21.57513693182227,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp,0.0,-3.0376459226558836,murein5p5p_p --> alaala_p + murein5px3p_p
MELIBt3ipp,0.0,-2.0,h_p + melib_c --> h_c + melib_p
EX_lipoate_e,-0.0,-2.0,lipoate_e --> 
EX_pydx_e,0.0,1694.337220917437,pydx_e --> 
EX_g1p_e,-0.0,-2.0,g1p_e --> 
GLCtex_copy2,0.0,-2.0,glc__D_e --> glc__D_p
NAt3pp,0.0,4.0,h_p + na1_c --> h_c + na1_p
SFGTHi,0.0,-7.154522651005209,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
DHORDfum,0.2451684057228361,-1.999999999999993,dhor__S_c + fum_c --> orot_c + succ_c
K2L4Aabcpp,0.014419796237485417,-2.0,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
DSBCGT,0.0,-17.742931630759813,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DSBGGT,0.0,-5.351383882243681,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
DHNAOT4,0.0,-14.648558130826132,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
AMPMS2,0.00016527624182561924,-30318.24015533737,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
DM_oxam_c,-0.0,-2.0,oxam_c --> 
THIORDXi,0.0,119.1550849311138,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
PPPGO3,0.0,1898.041410448755,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
PDX5POi,0.0,5099.312520747102,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
PDX5PO2,0.00016527624182561924,-1.9999999999995453,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
PLIPA1A181pp,0.0,73.12047369290953,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
LPLIPAL2A141,0.0,-47.192864293578054,2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
HG2t3pp,0.0,-2.0,h_p + hg2_c --> h_c + hg2_p
CYTBO3_4pp,39.40123066309081,-2.7561268346617,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c
EAR141x,0.0,-83.08127432415353,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
EAR181x,0.0,-51.54865852124968,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
EAR181y,0.0,-36.2289363156961,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
G3PAT141,0.0,60.80311099523773,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT181,0.0,-61.18711413474955,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
DASYN140,0.0,-15.941213456113132,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN180,0.0,60.45156008367806,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN141,0.0,115.05187569266512,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
CDAPPA160,0.0,116.91641587232692,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA141,0.0,12.276472591243534,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c
PGSA141,0.0,-13.904464990997667,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
EX_alaala_e,0.0,330.9489983428001,alaala_e --> 
EX_dtmp_e,0.0,965.5987250618746,dtmp_e --> 
5DOAN,0.00016675853995858444,-14591.1664084255,dad_5_c + h2o_c --> 5drib_c + ade_c
